hand,suited,connectedness,pair,high_card,low_card,rank_diff,hand_type,ace,broadway,low_pair,medium_pair,high_pair,suited_broadway,connector,one_gap,two_gap,suited_connector,suited_one_gap,suited_two_gap,tot_win_perc,high_card_win_perc,one_pair_win_perc,two_pair_win_perc,three_of_a_kind_win_perc,straight_win_perc,flush_win_perc,full_house_win_perc,four_of_a_kind_win_perc,straight_flush_win_perc,BB_play10,BB_play2,BB_play3,BB_play4,BB_play5,BB_play6,BB_play7,BB_play8,BB_play9,D_play10,D_play3,D_play4,D_play5,D_play6,D_play7,D_play8,D_play9,SB_play10,SB_play2,SB_play3,SB_play4,SB_play5,SB_play6,SB_play7,SB_play8,SB_play9,pos3_play10,pos3_play4,pos3_play5,pos3_play6,pos3_play7,pos3_play8,pos3_play9,pos4_play10,pos4_play5,pos4_play6,pos4_play7,pos4_play8,pos4_play9,pos5_play10,pos5_play6,pos5_play7,pos5_play8,pos5_play9,pos6_play10,pos6_play7,pos6_play8,pos6_play9,pos7_play10,pos7_play8,pos7_play9,pos8_play10,pos8_play9,pos9_play10
A4o,0,3,0,12,2,10,offsuit,1,1,0,0,0,0,0,0,1,0,0,0,0.5700961460316738,0.0908435413687703,0.4206699324589542,0.300945022301173,0.0641011571379258,0.0574938652419886,0.0284402644030984,0.0350571124066111,0.0022189428123918,0.0002301618690866,-0.3,0.03,-0.05,-0.16,-0.2,-0.08,-0.23,-0.26,-0.3,-0.1,0.02,-0.05,-0.07,-0.03,-0.1,-0.08,-0.09,-0.27,-0.02,-0.12,-0.15,-0.2,-0.22,-0.22,-0.24,-0.24,-0.13,-0.08,-0.12,-0.17,-0.18,-0.15,-0.11,-0.1,-0.09,-0.11,-0.13,-0.07,-0.13,-0.15,-0.01,-0.09,-0.09,-0.12,-0.13,-0.09,-0.12,-0.12,-0.08,-0.09,-0.08,-0.1,-0.09,-0.1
A4s,1,3,0,12,2,10,suited,1,1,0,0,0,1,0,0,1,0,0,1,0.5938966126361466,0.0799473748126906,0.3824193089122034,0.2807410920223235,0.0603129915898643,0.0512075757193008,0.1086628035794022,0.033580595528882,0.0021255375401703,0.0010027202951625,-0.05,0.15,0.12,0.02,-0.01,-0.05,-0.06,0.09,-0.18,0.08,0.23,0.13,0.15,0.33,0.09,0.08,0.0,-0.03,0.13,0.06,0.01,0.0,0.05,-0.04,0.14,-0.05,0.02,0.13,0.08,0.25,0.12,0.01,0.0,0.03,0.1,-0.14,0.11,0.03,-0.04,0.07,0.01,0.15,0.02,0.03,0.05,0.02,0.07,0.01,0.18,0.04,0.08,0.03,-0.02,0.16
A5o,0,4,0,12,3,9,offsuit,1,1,0,0,0,0,0,0,0,0,0,0,0.5800958754597645,0.091713814917069,0.4199520318146077,0.2977280980649147,0.0628439053175294,0.0623496402528924,0.0284005112217931,0.0345691523934863,0.0021787502569179,0.0002640957607893,-0.3,0.05,-0.05,-0.09,-0.17,-0.31,-0.21,-0.25,-0.27,-0.13,0.04,0.02,-0.03,-0.09,-0.08,-0.1,-0.08,-0.26,-0.02,-0.1,-0.13,-0.16,-0.29,-0.23,-0.23,-0.28,-0.12,-0.05,-0.1,-0.09,-0.14,-0.13,-0.15,-0.15,-0.08,0.03,-0.14,-0.1,-0.08,-0.12,-0.09,-0.15,-0.09,-0.12,-0.15,-0.09,-0.13,-0.1,-0.12,-0.11,-0.11,-0.11,-0.11,-0.08
A5s,1,4,0,12,3,9,suited,1,1,0,0,0,1,0,0,0,0,0,0,0.6030606517495645,0.0808878822226513,0.3826601382597194,0.2783552604660584,0.059257996413366,0.0556286533464647,0.1069092687830555,0.0331858781624953,0.0020916181372453,0.0010233042089437,0.01,0.14,0.12,0.06,-0.02,-0.06,0.06,0.01,-0.08,0.16,0.15,0.12,0.18,0.21,0.21,0.18,0.09,0.11,0.13,0.07,0.06,0.09,-0.05,0.03,0.02,-0.01,0.09,0.2,0.07,-0.06,0.0,-0.05,-0.06,0.07,0.11,0.27,0.23,-0.01,0.0,0.0,0.32,0.19,0.14,0.02,0.08,-0.06,0.08,0.07,0.02,0.11,0.1,0.01,0.02,0.2
A6o,0,5,0,12,4,8,offsuit,1,1,0,0,0,0,0,0,0,0,0,0,0.5797135768611145,0.1000001186087676,0.4340030977026241,0.3027840336317806,0.0628859965548334,0.0344505087467097,0.0288010357634361,0.0346379652107855,0.002173753123837,0.0002634906572257,-0.28,0.07,-0.03,-0.15,-0.18,-0.24,-0.25,-0.23,-0.26,-0.09,0.05,0.01,-0.04,-0.06,-0.04,-0.11,-0.09,-0.29,-0.02,-0.12,-0.12,-0.18,-0.17,-0.21,-0.22,-0.25,-0.18,-0.03,-0.14,-0.07,-0.2,-0.13,-0.15,-0.15,-0.09,-0.05,-0.11,-0.13,-0.13,-0.12,-0.07,-0.12,-0.15,-0.12,-0.11,-0.04,-0.16,-0.11,-0.13,-0.09,-0.08,-0.1,-0.09,-0.13
A6s,1,5,0,12,4,8,suited,1,1,0,0,0,1,0,0,0,0,0,0,0.6026020104074732,0.088219240116774,0.3955940946400262,0.2831930100892346,0.0593124758165625,0.0306088992217743,0.1075031135511171,0.0332635184576313,0.0020874965941789,0.0002181515127007,-0.15,0.19,0.12,0.07,-0.02,0.09,-0.19,-0.1,-0.16,-0.01,0.2,0.19,0.2,-0.03,0.13,0.12,0.02,0.01,0.13,0.06,0.01,-0.04,0.16,-0.02,-0.14,-0.05,-0.13,0.1,0.05,-0.01,0.0,-0.04,0.07,0.04,0.08,-0.1,0.03,0.05,-0.07,-0.03,0.04,0.03,-0.1,-0.01,0.0,-0.03,-0.01,0.04,0.05,0.09,0.1,-0.02,0.13,0.0
A7o,0,6,0,12,5,7,offsuit,1,1,0,0,0,0,0,0,0,0,0,0,0.5914701300194677,0.1001554092354806,0.4357661490248167,0.2991361866181569,0.0616528050018407,0.0383295181341028,0.0285839343196926,0.0339941366341603,0.0021243583497484,0.0002575026820006,-0.25,0.09,-0.05,-0.06,-0.14,-0.08,-0.2,-0.27,-0.29,-0.06,0.05,0.06,-0.04,-0.04,-0.11,-0.01,-0.09,-0.22,0.01,-0.03,-0.11,-0.14,-0.29,-0.27,-0.22,-0.24,-0.15,-0.02,-0.09,-0.08,-0.04,-0.1,-0.18,-0.12,-0.06,-0.03,-0.11,-0.09,-0.12,-0.11,0.06,-0.06,-0.09,-0.07,-0.11,-0.05,-0.07,-0.12,-0.15,-0.12,-0.1,-0.11,-0.11,-0.1
A7s,1,6,0,12,5,7,suited,1,1,0,0,0,1,0,0,0,0,0,0,0.613464284055387,0.0885505284289055,0.3982445084443742,0.280473573256405,0.0582899463340639,0.0341389336871003,0.1052845828712859,0.032724990947704,0.0020450470183537,0.0002478890118071,-0.06,0.15,0.16,0.08,0.05,0.01,0.06,-0.08,-0.05,0.08,0.19,0.19,0.13,0.27,0.07,-0.02,0.18,-0.07,0.18,0.07,0.04,-0.01,0.01,0.0,0.03,-0.03,0.03,0.14,0.14,0.25,0.12,0.0,0.11,0.12,0.17,0.19,0.18,-0.03,0.02,-0.01,0.07,-0.01,0.07,0.04,0.1,0.23,0.11,0.06,0.25,0.02,0.18,0.1,0.07,0.01
A8o,0,6,0,12,6,6,offsuit,1,1,0,0,0,0,0,0,0,0,0,0,0.6017761803493643,0.1015704585158682,0.4394187327282037,0.2966646263464852,0.0606276709272464,0.037538529801997,0.0284143510727259,0.0334329180272119,0.0020805238606287,0.0002521887196326,-0.28,0.11,0.05,0.0,-0.11,-0.17,-0.18,-0.24,-0.23,-0.09,0.14,0.08,0.02,-0.03,-0.01,0.02,-0.04,-0.21,0.11,-0.02,-0.09,-0.1,-0.2,-0.19,-0.22,-0.2,-0.18,0.01,-0.05,-0.02,-0.04,-0.05,-0.09,-0.08,-0.04,-0.04,-0.05,-0.11,-0.16,-0.11,-0.03,-0.01,-0.08,-0.09,-0.09,-0.07,-0.1,-0.1,-0.08,-0.09,-0.11,-0.16,0.01,-0.06
A8s,1,6,0,12,6,6,suited,1,1,0,0,0,1,0,0,0,0,0,0,0.6229698027539876,0.0899779746629262,0.4024694642987927,0.2787671569218666,0.0574407903976276,0.03350638040792,0.1033337864945516,0.0322539913987455,0.002007159490266,0.0002432959273034,-0.11,0.21,0.06,0.12,0.11,0.07,-0.03,-0.05,-0.01,0.14,0.33,0.2,0.2,0.06,0.16,0.02,0.17,-0.01,0.17,0.14,0.05,0.07,-0.02,0.07,0.01,0.04,0.12,0.26,0.17,0.13,0.11,0.03,0.1,0.03,0.18,-0.01,0.19,0.12,0.01,0.17,0.0,-0.05,0.15,0.04,0.06,0.04,0.18,0.08,0.08,0.14,0.04,0.01,0.08,0.1
A9o,0,5,0,12,7,5,offsuit,1,1,0,0,0,0,0,0,0,0,0,0,0.6106561701237844,0.1038876007133419,0.4447800661029909,0.2954939770290516,0.0598375254706818,0.0324325819543649,0.0283120106862817,0.0329657249148514,0.0020428870965647,0.0002476260318707,-0.19,0.14,0.03,0.01,-0.08,-0.08,-0.07,-0.12,-0.21,-0.03,0.14,0.15,0.07,-0.08,0.01,-0.01,-0.05,-0.22,0.1,0.04,0.0,-0.07,-0.13,-0.13,-0.17,-0.17,-0.08,0.07,-0.01,-0.04,-0.07,-0.07,0.0,-0.11,0.05,0.11,0.01,-0.03,-0.03,-0.13,0.1,-0.11,-0.04,-0.1,-0.07,-0.1,-0.05,-0.1,-0.09,-0.06,0.02,-0.12,-0.08,-0.1
A9s,1,5,0,12,7,5,suited,1,1,0,0,0,1,0,0,0,0,0,0,0.6311473208798295,0.0921892641751,0.4081042066688775,0.2781931373122114,0.0567908738945229,0.0289981295602171,0.1016817728128803,0.0318617356180033,0.0019744716894678,0.0002064082687194,0.05,0.3,0.15,0.14,0.13,0.18,0.03,0.11,0.01,0.19,0.29,0.33,0.38,0.42,0.17,0.19,0.15,0.16,0.25,0.21,0.17,0.12,0.03,0.12,0.04,0.1,0.23,0.25,0.28,0.14,0.08,0.21,0.09,0.07,0.27,0.17,0.21,0.15,0.09,0.13,0.12,0.02,0.24,0.08,0.12,0.09,0.24,0.1,0.2,0.12,0.2,0.19,0.43,0.19
AAo,0,0,1,12,12,0,pair,1,2,0,0,1,0,0,0,0,0,0,0,0.8539612509294112,0.0,0.3374044567663671,0.3973001849716772,0.126725116602845,0.0080517969239256,0.0213881447962936,0.0991533591507284,0.0098780246122867,9.89161758763017e-05,2.81,1.13,1.64,1.97,2.26,2.26,2.79,2.28,2.67,2.96,1.73,2.1,2.36,2.38,2.73,2.6,2.81,2.72,1.16,1.65,1.99,2.2,2.62,2.33,2.7,2.65,2.48,1.92,2.09,2.05,1.95,2.31,2.35,2.53,2.18,2.58,2.21,2.31,2.55,2.73,2.53,2.23,2.2,2.48,2.76,2.43,2.47,2.54,2.79,2.53,2.64,2.77,2.73,2.89
AJo,0,3,0,12,9,3,offsuit,1,2,0,0,0,0,0,0,1,0,0,0,0.638479956402895,0.0954554518525493,0.4444503738068611,0.2879432836340823,0.0578393947321279,0.0528212146902113,0.0277444562120167,0.0315999221581165,0.0019421247576941,0.0002037781563406,0.1,0.28,0.26,0.25,0.19,0.15,-0.04,0.07,0.0,0.15,0.36,0.38,0.34,0.37,0.33,0.17,0.29,0.03,0.24,0.31,0.23,0.15,0.06,0.04,0.09,0.05,0.03,0.28,0.23,0.22,0.22,0.07,0.08,0.1,0.31,0.13,0.15,0.12,0.08,0.1,0.25,0.2,0.14,0.17,0.07,0.27,0.19,0.18,0.15,0.17,0.2,0.09,0.25,0.19
AJs,1,3,0,12,9,3,suited,1,2,0,0,0,2,0,0,1,0,0,1,0.6570523147687444,0.085078320325236,0.4097975868680384,0.2723893952830453,0.0551414994407292,0.0477195601561427,0.0964127773548427,0.0306851647846045,0.001885947624402,0.0008897481629588,0.25,0.34,0.37,0.39,0.44,0.32,0.34,0.41,0.41,0.49,0.59,0.6,0.55,0.42,0.52,0.52,0.51,0.41,0.34,0.38,0.4,0.42,0.52,0.3,0.33,0.42,0.27,0.4,0.49,0.33,0.28,0.36,0.27,0.41,0.64,0.48,0.44,0.24,0.32,0.4,0.73,0.5,0.45,0.38,0.44,0.72,0.45,0.34,0.51,0.45,0.35,0.51,0.46,0.54
AKo,0,1,0,12,11,1,offsuit,1,2,0,0,0,0,1,0,0,0,0,0,0.6558523709708305,0.0953424050661938,0.455093624395783,0.290182270103082,0.057575919272067,0.0411069022186347,0.0277775091391919,0.0309057006700442,0.0018838928499428,0.0001317762850602,0.42,0.38,0.46,0.47,0.49,0.41,0.62,0.37,0.43,0.61,0.53,0.61,0.7,0.67,0.63,0.61,0.61,0.42,0.34,0.41,0.45,0.43,0.42,0.37,0.53,0.38,0.48,0.56,0.52,0.52,0.52,0.43,0.44,0.42,0.59,0.58,0.65,0.46,0.44,0.55,0.38,0.65,0.51,0.49,0.5,0.5,0.63,0.55,0.5,0.64,0.58,0.57,0.6,0.59
AKs,1,1,0,12,11,1,suited,1,2,0,0,0,2,1,0,0,1,0,0,0.6733059565926232,0.0851673117493023,0.4207804725776156,0.2752454001732456,0.0550049324364361,0.0372814851393377,0.0937971754102992,0.0300880102080899,0.0018340916265686,0.0008011206791046,0.78,0.47,0.6,0.72,0.72,0.55,0.58,0.84,0.65,0.99,0.66,0.76,0.93,1.0,0.94,0.96,0.85,0.68,0.46,0.62,0.7,0.7,0.7,0.69,0.63,0.81,0.79,0.74,0.71,0.77,0.68,0.91,0.65,0.9,0.87,0.85,0.8,0.81,0.77,0.83,1.02,1.17,0.76,0.77,0.82,0.73,0.75,0.91,0.86,0.81,1.02,0.82,0.8,1.01
AQo,0,2,0,12,10,2,offsuit,1,2,0,0,0,0,0,1,0,0,0,0,0.6470327716806741,0.0953052334002977,0.4502250961767203,0.2888645409818847,0.0576563205448256,0.0468700519451445,0.0277548001151032,0.031244375720247,0.0019123693117298,0.0001672118040468,0.17,0.33,0.31,0.34,0.32,0.18,0.16,0.22,0.21,0.37,0.4,0.45,0.46,0.35,0.41,0.31,0.35,0.18,0.28,0.27,0.31,0.32,0.23,0.27,0.17,0.18,0.21,0.41,0.36,0.38,0.26,0.22,0.26,0.3,0.4,0.41,0.52,0.27,0.28,0.21,0.35,0.26,0.26,0.3,0.31,0.42,0.28,0.34,0.26,0.45,0.34,0.33,0.35,0.3
AQs,1,2,0,12,10,2,suited,1,2,0,0,0,2,0,1,0,0,1,0,0.6650434419831119,0.0850426532589073,0.4157016934011059,0.2736400727766174,0.0550284135071887,0.0424244191149669,0.0950783742475049,0.0303801099892752,0.0018595131849712,0.0008447505194621,0.51,0.43,0.51,0.49,0.48,0.78,0.56,0.53,0.45,0.64,0.54,0.8,0.7,1.04,0.61,0.75,0.71,0.57,0.4,0.45,0.53,0.57,0.85,0.43,0.46,0.51,0.51,0.58,0.61,0.6,0.62,0.47,0.67,0.6,0.71,0.4,0.71,0.46,0.61,0.53,0.73,0.76,0.68,0.63,0.5,0.38,0.76,0.71,0.7,0.58,0.62,0.65,0.61,0.64
ATo,0,4,0,12,8,4,offsuit,1,2,0,0,0,0,0,0,0,0,0,0,0.6302209265229093,0.0957184654341704,0.4380140779845682,0.2872906295746442,0.0581069304679026,0.0589543706252961,0.0277382207088801,0.0319632172437816,0.0019726124194319,0.0002414755413245,-0.04,0.21,0.17,0.12,0.1,-0.01,0.1,-0.05,-0.08,0.06,0.27,0.31,0.25,0.22,0.12,0.08,0.1,-0.08,0.19,0.16,0.1,0.12,0.0,-0.11,-0.08,-0.04,-0.07,0.19,0.14,0.11,0.07,-0.03,-0.03,-0.02,0.19,0.18,0.09,0.07,0.02,0.02,-0.03,0.17,0.08,0.03,0.01,0.02,0.05,0.02,0.0,0.07,0.04,0.03,0.03,0.0
ATs,1,4,0,12,8,4,suited,1,2,0,0,0,2,0,0,0,0,0,0,0.6493498031680508,0.0852103685277557,0.4032993576196422,0.271381427044673,0.0553288898035315,0.0531613515243611,0.0977744308629766,0.0309953159867885,0.0019129228329934,0.0009359357972777,0.23,0.3,0.33,0.25,0.29,0.31,0.28,0.15,0.12,0.46,0.57,0.54,0.47,0.38,0.48,0.32,0.45,0.19,0.29,0.38,0.29,0.29,0.32,0.22,0.16,0.28,0.28,0.34,0.34,0.27,0.38,0.26,0.23,0.24,0.49,0.23,0.29,0.3,0.27,0.25,0.24,0.1,0.36,0.31,0.4,0.45,0.32,0.35,0.28,0.38,0.23,0.26,0.47,0.31
J2o,0,9,0,9,0,9,offsuit,0,1,0,0,0,0,0,0,0,0,0,0,0.4407606097698955,0.0669447694985703,0.3993570306891527,0.3331086550628451,0.0735915227048966,0.0458085625944497,0.0336193813168853,0.0446526691047479,0.0026155747460239,0.000301834282428,-0.43,-0.13,-0.23,-0.28,-0.33,-0.35,-0.35,-0.39,-0.39,-0.04,-0.03,-0.03,-0.02,-0.05,0.01,-0.03,-0.03,-0.28,-0.22,-0.25,-0.25,-0.26,-0.29,-0.27,-0.29,-0.3,-0.08,-0.06,-0.06,-0.11,-0.11,-0.09,-0.08,-0.04,-0.03,0.0,-0.04,-0.05,-0.04,-0.04,-0.04,-0.05,-0.03,-0.03,-0.03,-0.07,-0.06,-0.01,-0.04,-0.01,-0.03,-0.03,-0.03,-0.02
J2s,1,9,0,9,0,9,suited,0,1,0,0,0,1,0,0,0,0,0,0,0.4725887443362238,0.0571792603340839,0.3537220295823213,0.3025097307961041,0.0674747595807817,0.0394255733095775,0.1354369020524529,0.0415378442725696,0.0024331207666162,0.0002807793054925,-0.32,-0.08,-0.12,-0.24,-0.23,-0.33,-0.26,-0.31,-0.32,-0.11,-0.05,-0.06,-0.07,-0.22,-0.05,-0.08,-0.13,-0.27,-0.14,-0.22,-0.19,-0.24,-0.21,-0.21,-0.28,-0.21,-0.12,-0.07,-0.11,-0.22,-0.1,-0.1,-0.11,-0.12,-0.07,-0.11,-0.11,-0.14,-0.06,-0.08,-0.12,-0.08,-0.11,-0.08,-0.07,0.0,-0.05,-0.03,-0.01,-0.07,-0.12,-0.08,-0.14,-0.1
J3o,0,8,0,9,1,8,offsuit,0,1,0,0,0,0,0,0,0,0,0,0,0.4504682899635925,0.066854947811453,0.3993255960446502,0.3291415284465597,0.0718546718141935,0.0523959468612166,0.0336327367774075,0.0438900451905526,0.0025597093960173,0.0003448176579492,-0.42,-0.12,-0.23,-0.28,-0.35,-0.3,-0.36,-0.38,-0.38,-0.03,-0.03,-0.03,-0.04,-0.04,-0.08,-0.04,-0.01,-0.28,-0.21,-0.25,-0.26,-0.26,-0.27,-0.3,-0.3,-0.3,-0.12,-0.05,-0.05,-0.09,-0.06,-0.08,-0.08,-0.04,-0.03,-0.05,-0.04,-0.04,-0.04,-0.03,-0.03,-0.05,-0.04,-0.03,-0.03,-0.03,-0.04,-0.02,-0.04,-0.03,-0.03,-0.03,-0.01,-0.03
J3s,1,8,0,9,1,8,suited,0,1,0,0,0,1,0,0,0,0,0,0,0.4815062610875625,0.0572916664293749,0.3548915851519584,0.2998685467138116,0.0660911812284307,0.0452398621285911,0.1329478525701489,0.0409587632088486,0.0023887542284305,0.0003217883404051,-0.31,-0.07,-0.17,-0.16,-0.2,-0.22,-0.25,-0.23,-0.27,-0.04,-0.08,-0.04,-0.04,-0.12,-0.21,-0.17,-0.07,-0.27,-0.1,-0.13,-0.21,-0.24,-0.13,-0.23,-0.22,-0.29,-0.08,-0.12,-0.12,-0.1,-0.17,-0.16,-0.16,-0.06,-0.1,0.04,-0.06,-0.09,-0.08,-0.1,-0.05,-0.08,-0.05,-0.1,-0.13,-0.06,-0.09,-0.1,-0.11,-0.09,-0.09,-0.07,-0.13,-0.1
J4o,0,7,0,9,2,7,offsuit,0,1,0,0,0,0,0,0,0,0,0,0,0.4600101983177199,0.0667759154005422,0.3991294058470559,0.3254546820387208,0.0702152851380271,0.0587618483468655,0.033595227273709,0.0431744265698021,0.0025070669035156,0.0003861424817614,-0.38,-0.11,-0.2,-0.28,-0.33,-0.04,-0.31,-0.35,-0.4,-0.04,-0.04,-0.03,-0.04,-0.07,-0.04,-0.02,-0.04,-0.27,-0.22,-0.21,-0.24,-0.27,-0.28,-0.33,-0.27,-0.28,-0.1,-0.05,-0.05,-0.09,-0.11,-0.08,-0.07,-0.04,-0.05,-0.06,-0.06,-0.05,-0.04,-0.05,-0.03,-0.01,-0.04,-0.02,-0.04,-0.05,-0.03,-0.03,-0.03,-0.01,-0.03,-0.04,-0.03,-0.03
J4s,1,7,0,9,2,7,suited,0,1,0,0,0,1,0,0,0,0,0,0,0.4902763459646899,0.0574009271161288,0.3558359222746229,0.2973994701800915,0.0647742642282543,0.0508880013042523,0.1305824401777096,0.0404109516186881,0.0023465965246576,0.0003614265755945,-0.2,-0.01,-0.1,-0.18,-0.24,-0.22,-0.3,-0.1,-0.26,-0.09,-0.04,-0.05,-0.03,-0.04,-0.07,-0.06,-0.1,-0.28,-0.15,-0.14,-0.18,-0.2,-0.24,-0.31,-0.2,-0.26,-0.09,-0.06,-0.09,-0.14,-0.14,-0.15,-0.13,-0.03,-0.01,-0.26,-0.09,-0.06,-0.14,-0.12,-0.08,-0.18,-0.07,-0.1,-0.05,-0.02,0.07,-0.08,-0.06,-0.03,-0.11,-0.09,-0.09,0.05
J5o,0,6,0,9,3,6,offsuit,0,1,0,0,0,0,0,0,0,0,0,0,0.4704642740589299,0.068454842892264,0.3987430651112311,0.3210039124637993,0.0684757366636578,0.0646777522583929,0.0334101819622307,0.0423607583097482,0.0024492182061941,0.0004245321324816,-0.38,-0.08,-0.21,-0.29,-0.33,-0.36,-0.33,-0.34,-0.37,-0.03,-0.04,-0.04,-0.04,-0.05,-0.05,-0.04,-0.03,-0.28,-0.19,-0.22,-0.24,-0.26,-0.26,-0.29,-0.3,-0.3,-0.11,-0.06,-0.06,-0.1,-0.1,-0.08,-0.08,-0.04,-0.04,-0.11,-0.03,-0.05,-0.04,-0.06,-0.07,-0.04,-0.03,-0.04,-0.05,-0.02,-0.04,-0.05,-0.05,-0.06,-0.03,-0.03,-0.05,-0.05
J5s,1,6,0,9,3,6,suited,0,1,0,0,0,1,0,0,0,0,0,0,0.4998625406454809,0.059031331308905,0.3566797867640598,0.2942859025403759,0.0633717145467004,0.0561926005791432,0.1279627219686726,0.0397774437963075,0.0022998558909026,0.0003986426049325,-0.23,-0.01,-0.19,-0.16,-0.22,0.03,-0.19,-0.33,-0.33,-0.11,0.05,0.0,-0.07,0.0,0.08,-0.08,-0.09,-0.25,-0.11,-0.14,-0.13,-0.22,-0.18,-0.23,-0.24,-0.11,-0.17,-0.07,-0.07,-0.05,-0.12,-0.12,-0.1,-0.05,-0.08,-0.09,-0.26,-0.02,-0.11,-0.08,-0.05,-0.03,-0.09,-0.1,-0.1,0.18,0.02,-0.07,-0.15,-0.03,-0.02,-0.17,-0.06,-0.08
J6o,0,5,0,9,4,5,offsuit,0,1,0,0,0,0,0,0,0,0,0,0,0.4774831835577166,0.0717987645635535,0.4045973637279988,0.3204575471813766,0.0673685230054858,0.0577763258395367,0.0333878650742452,0.0417907043957428,0.0024058860828468,0.0004170201292134,-0.37,-0.11,-0.2,-0.26,-0.3,-0.36,-0.27,-0.35,-0.39,-0.05,-0.03,-0.03,-0.04,-0.03,-0.03,-0.02,-0.02,-0.28,-0.16,-0.23,-0.23,-0.24,-0.28,-0.31,-0.27,-0.27,-0.07,-0.05,-0.06,-0.07,-0.11,-0.11,-0.09,-0.06,-0.05,-0.07,-0.04,-0.05,-0.05,-0.04,-0.06,-0.05,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.04,-0.05,-0.04,-0.04,-0.03,-0.04
J6s,1,5,0,9,4,5,suited,0,1,0,0,0,1,0,0,0,0,0,0,0.5063156987859146,0.0620371957834314,0.3627598331258164,0.2944515540869643,0.0624838421224366,0.0503034287304373,0.126019655086922,0.0393295284303812,0.0022641951073193,0.0003507675262912,-0.27,-0.01,-0.11,-0.15,-0.2,-0.14,-0.25,-0.3,-0.23,0.01,-0.03,-0.04,-0.08,-0.05,0.01,-0.08,0.01,-0.2,-0.09,-0.15,-0.19,-0.15,-0.15,-0.17,-0.11,-0.22,-0.19,-0.04,-0.1,-0.18,-0.18,-0.07,-0.12,-0.11,-0.09,-0.26,-0.04,0.0,-0.11,-0.15,-0.13,-0.07,-0.1,-0.05,-0.05,-0.11,-0.15,-0.08,-0.04,-0.07,-0.06,-0.07,-0.1,-0.06
