hand1,hand2,hand1_equity,hand2_equity
QJo,J3o,0.7609,0.2391
QJs,J3o,0.7686,0.2314
QQo,J3o,0.8826999999999999,0.1173
QTo,J3o,0.6723,0.32770000000000005
QTs,J3o,0.6879000000000001,0.3121
J3o,T2o,0.6395000000000001,0.3605
T2s,J3o,0.3982,0.6018
J3o,T3o,0.7395,0.2605
T3s,J3o,0.302,0.698
J3o,T4o,0.5972999999999999,0.40270000000000006
T4s,J3o,0.43689999999999996,0.5631
J3o,T5o,0.5968,0.4032
T5s,J3o,0.43729999999999997,0.5627
J3o,T6o,0.5835,0.4165
T6s,J3o,0.4498,0.5502
J3o,T7o,0.569,0.431
T7s,J3o,0.46340000000000003,0.5366
T8o,J3o,0.4458,0.5542
T8s,J3o,0.47740000000000005,0.5226
T9o,J3o,0.4561,0.5439
T9s,J3o,0.48710000000000003,0.5129
TTo,J3o,0.7273999999999999,0.2726
J3s,J4o,0.4966,0.5034000000000001
J4s,J3s,0.5287,0.47130000000000005
J3s,J5o,0.46880000000000005,0.5312
J5s,J3s,0.5544,0.4456
J3s,J6o,0.4385,0.5615
J6s,J3s,0.5827,0.41729999999999995
J3s,J7o,0.39799999999999996,0.602
J7s,J3s,0.6203,0.3797
J3s,J8o,0.3617,0.6383
J8s,J3s,0.6541,0.34590000000000004
J3s,J9o,0.3378,0.6622
J9s,J3s,0.6764,0.3236
JJo,J3s,0.8826,0.1174
J3s,JTo,0.315,0.685
JTs,J3s,0.6977,0.3023
J3s,K2o,0.4376,0.5624
K2s,J3s,0.5896,0.4104
J3s,K3o,0.2943,0.7056999999999999
K3s,J3s,0.7159,0.2841
J3s,K4o,0.39899999999999997,0.601
K4s,J3s,0.6268,0.3732
J3s,K5o,0.3981,0.6019
K5s,J3s,0.6277,0.37229999999999996
J3s,K6o,0.4018,0.5982
K6s,J3s,0.6242,0.37579999999999997
J3s,K7o,0.40090000000000003,0.5991
K7s,J3s,0.6251,0.3749
J3s,K8o,0.40049999999999997,0.5995
K8s,J3s,0.6255,0.37450000000000006
J3s,K9o,0.3923,0.6077
K9s,J3s,0.6332,0.3668
J3s,KJo,0.2818,0.7182
KJs,J3s,0.7277,0.2723
KKo,J3s,0.8375,0.1625
J3s,KQo,0.3493,0.6507
KQs,J3s,0.6738,0.3262
J3s,KTo,0.3775,0.6225
KTs,J3s,0.6470999999999999,0.3529
J3s,Q2o,0.4354,0.5646
J3s,Q2s,0.40840000000000004,0.5916
J3s,Q3o,0.2957,0.7043
J3s,Q3s,0.2857,0.7143
J3s,Q4o,0.3968,0.6032
J3s,Q4s,0.3712,0.6288
J3s,Q5o,0.39590000000000003,0.6041
J3s,Q5s,0.3704,0.6296
J3s,Q6o,0.3996,0.6004
Q6s,J3s,0.6262,0.3738
J3s,Q7o,0.40159999999999996,0.5984
Q7s,J3s,0.6243,0.3757
J3s,Q8o,0.38939999999999997,0.6106
Q8s,J3s,0.6359,0.3641
J3s,Q9o,0.3812,0.6188
Q9s,J3s,0.6436,0.3564
J3s,QJo,0.2837,0.7162999999999999
QJs,J3s,0.7256999999999999,0.2743
QQo,J3s,0.8403,0.1597
J3s,QTo,0.3665,0.6335000000000001
QTs,J3s,0.6575,0.3425
J3s,T2o,0.6570999999999999,0.3429
T2s,J3s,0.3726,0.6274000000000001
J3s,T3o,0.7502,0.2498
T3s,J3s,0.2919,0.7081000000000001
J3s,T4o,0.6181,0.38189999999999996
J3s,T4s,0.5898,0.4102
J3s,T5o,0.6175999999999999,0.3824
T5s,J3s,0.4106,0.5893999999999999
J3s,T6o,0.6053999999999999,0.3946
J3s,T6s,0.5776,0.4224
J3s,T7o,0.5915,0.40850000000000003
T7s,J3s,0.43560000000000004,0.5644
J3s,T8o,0.5772999999999999,0.4227
T8s,J3s,0.44920000000000004,0.5508
J3s,T9o,0.5672,0.4328
T9s,J3s,0.45880000000000004,0.5412
TTo,J3s,0.6909000000000001,0.3091
J4s,J4o,0.525,0.475
J4o,J5o,0.44079999999999997,0.5592
J5s,J4o,0.5821000000000001,0.4179
J4o,J6o,0.40659999999999996,0.5934
J6s,J4o,0.614,0.386
J4o,J7o,0.3635,0.6365
J7s,J4o,0.6542,0.3458
J8o,J4o,0.672,0.32799999999999996
J8s,J4o,0.6873999999999999,0.3126
J9o,J4o,0.7016,0.2984
J9s,J4o,0.7152,0.2848
JJo,J4o,0.9317,0.0683
JTo,J4o,0.7219,0.2781
JTs,J4o,0.7341,0.2659
J4o,K2o,0.4071,0.5929
K2s,J4o,0.6145,0.38549999999999995
J4o,K3o,0.4031,0.5969
K3s,J4o,0.6181,0.38189999999999996
J4o,K4o,0.2541,0.7459
K4s,J4o,0.7568,0.2432
J4o,K5o,0.3616,0.6384000000000001
K5s,J4o,0.6559999999999999,0.344
J4o,K6o,0.36560000000000004,0.6344
K6s,J4o,0.6525,0.3475
J4o,K7o,0.3652,0.6347999999999999
K7s,J4o,0.6529,0.3471
J4o,K8o,0.3676,0.6324000000000001
K8s,J4o,0.6506000000000001,0.3494
K9o,J4o,0.6451,0.3549
K9s,J4o,0.6626000000000001,0.33740000000000003
KJo,J4o,0.7575,0.2425
KJs,J4o,0.7658,0.23420000000000002
KKo,J4o,0.8753,0.1247
KQo,J4o,0.6866,0.3134
KQs,J4o,0.7009000000000001,0.2991
KTo,J4o,0.6568999999999999,0.3431
KTs,J4o,0.6735,0.3265
J4o,Q2o,0.4048,0.5952000000000001
Q2s,J4o,0.6164999999999999,0.3835
J4o,Q3o,0.4008,0.5992000000000001
Q3s,J4o,0.62,0.38
J4o,Q4o,0.2555,0.7445
Q4s,J4o,0.7552,0.24480000000000002
J4o,Q5o,0.3593,0.6406999999999999
Q5s,J4o,0.6579999999999999,0.342
J4o,Q6o,0.36329999999999996,0.6367
Q6s,J4o,0.6544,0.3456
J4o,Q7o,0.36579999999999996,0.6342
Q7s,J4o,0.6520999999999999,0.3479
J4o,Q8o,0.35619999999999996,0.6437999999999999
Q8s,J4o,0.6612,0.33880000000000005
Q9o,J4o,0.6565000000000001,0.3435
Q9s,J4o,0.6731999999999999,0.3268
QJo,J4o,0.7556999999999999,0.2443
QJs,J4o,0.7637999999999999,0.23620000000000002
QQo,J4o,0.8783,0.1217
QTo,J4o,0.6683,0.3317
QTs,J4o,0.6840999999999999,0.3159
J4o,T2o,0.6405,0.35950000000000004
T2s,J4o,0.3973,0.6027
J4o,T3o,0.6391,0.36090000000000005
T3s,J4o,0.39840000000000003,0.6015999999999999
J4o,T4o,0.7378,0.2622
T4s,J4o,0.3035,0.6965
J4o,T5o,0.6008,0.3992
T5s,J4o,0.4335,0.5665
J4o,T6o,0.5875,0.4125
T6s,J4o,0.4459,0.5540999999999999
J4o,T7o,0.573,0.42700000000000005
T7s,J4o,0.4596,0.5404
T8o,J4o,0.4413,0.5587
T8s,J4o,0.4732,0.5268
T9o,J4o,0.4561,0.5439
T9s,J4o,0.48710000000000003,0.5129
TTo,J4o,0.7234,0.2766
J4s,J5o,0.47130000000000005,0.5287
J5s,J4s,0.552,0.44799999999999995
J4s,J6o,0.4397,0.5603
J6s,J4s,0.5815,0.41850000000000004
J4s,J7o,0.3995,0.6004999999999999
J7s,J4s,0.6187,0.38130000000000003
J4s,J8o,0.3664,0.6335999999999999
J8s,J4s,0.6496999999999999,0.3503
J4s,J9o,0.3386,0.6614
J9s,J4s,0.6756,0.32439999999999997
JJo,J4s,0.8786,0.12140000000000001
J4s,JTo,0.3195,0.6805
JTs,J4s,0.6934999999999999,0.3065
J4s,K2o,0.4413,0.5587
K2s,J4s,0.5861,0.4139
J4s,K3o,0.4374,0.5626
K3s,J4s,0.5896,0.4104
J4s,K4o,0.2958,0.7042
K4s,J4s,0.7145,0.28550000000000003
J4s,K5o,0.39909999999999995,0.6009
K5s,J4s,0.6265,0.3735
J4s,K6o,0.4029,0.5971
K6s,J4s,0.6231,0.37689999999999996
J4s,K7o,0.4025,0.5975
K7s,J4s,0.6235,0.3765
J4s,K8o,0.40490000000000004,0.5951
K8s,J4s,0.6213000000000001,0.3787
J4s,K9o,0.39270000000000005,0.6073
K9s,J4s,0.6328,0.36719999999999997
J4s,KJo,0.2866,0.7134
KJs,J4s,0.7232,0.2768
KKo,J4s,0.8334999999999999,0.16649999999999998
J4s,KQo,0.3529,0.6470999999999999
KQs,J4s,0.6703,0.3297
J4s,KTo,0.3812,0.6188
KTs,J4s,0.6437,0.3563
J4s,Q2o,0.4391,0.5609000000000001
J4s,Q2s,0.41200000000000003,0.588
J4s,Q3o,0.43520000000000003,0.5648
J4s,Q3s,0.40850000000000003,0.5915
J4s,Q4o,0.29719999999999996,0.7028
J4s,Q4s,0.2871,0.7129000000000001
J4s,Q5o,0.397,0.603
J4s,Q5s,0.3715,0.6285000000000001
J4s,Q6o,0.4007,0.5992999999999999
Q6s,J4s,0.625,0.375
J4s,Q7o,0.4032,0.5968
Q7s,J4s,0.6227,0.37729999999999997
J4s,Q8o,0.39380000000000004,0.6062
Q8s,J4s,0.6317,0.36829999999999996
J4s,Q9o,0.38159999999999994,0.6184000000000001
Q9s,J4s,0.6431999999999999,0.3568
J4s,QJo,0.28850000000000003,0.7115
QJs,J4s,0.7212000000000001,0.2788
QQo,J4s,0.8362,0.1638
J4s,QTo,0.3701,0.6299
QTs,J4s,0.6541,0.34590000000000004
J4s,T2o,0.6579999999999999,0.342
T2s,J4s,0.37170000000000003,0.6283
J4s,T3o,0.6565000000000001,0.3435
J4s,T3s,0.6271,0.3729
J4s,T4o,0.7486,0.2514
J4s,T4s,0.7066,0.2934
J4s,T5o,0.6212,0.3788
J4s,T5s,0.5928,0.4072
J4s,T6o,0.6089,0.3911
J4s,T6s,0.5811,0.4189
J4s,T7o,0.5951,0.40490000000000004
T7s,J4s,0.4322,0.5678
J4s,T8o,0.5813,0.41869999999999996
T8s,J4s,0.44530000000000003,0.5547
J4s,T9o,0.5672,0.4328
T9s,J4s,0.45880000000000004,0.5412
TTo,J4s,0.6872,0.3128
J5s,J5o,0.525,0.475
J5o,J6o,0.40909999999999996,0.5909
J6s,J5o,0.6114999999999999,0.3885
J5o,J7o,0.3649,0.6351
J7s,J5o,0.6527,0.34729999999999994
J8o,J5o,0.6701999999999999,0.3298
J8s,J5o,0.6856,0.3144
J9o,J5o,0.6964,0.3036
J9s,J5o,0.7101999999999999,0.2898
JJo,J5o,0.9273,0.0727
JTo,J5o,0.721,0.27899999999999997
JTs,J5o,0.7333,0.2667
J5o,K2o,0.4111,0.5889
K2s,J5o,0.6108,0.3892
J5o,K3o,0.4071,0.5929
K3s,J5o,0.6144,0.3856
J5o,K4o,0.4031,0.5969
K4s,J5o,0.6179,0.3821
J5o,K5o,0.2559,0.7441
K5s,J5o,0.7551000000000001,0.24489999999999998
J5o,K6o,0.3668,0.6332
K6s,J5o,0.6512,0.3488
J5o,K7o,0.3664,0.6335999999999999
K7s,J5o,0.6516,0.34840000000000004
J5o,K8o,0.36939999999999995,0.6306
K8s,J5o,0.6489,0.35109999999999997
K9o,J5o,0.6403,0.35969999999999996
K9s,J5o,0.6579999999999999,0.342
KJo,J5o,0.7524,0.24760000000000001
KJs,J5o,0.7609999999999999,0.239
KKo,J5o,0.8709,0.1291
KQo,J5o,0.6827,0.3173
KQs,J5o,0.6972,0.3028
KTo,J5o,0.6565000000000001,0.3435
KTs,J5o,0.6731999999999999,0.3268
J5o,Q2o,0.40880000000000005,0.5912
Q2s,J5o,0.6128,0.3872
J5o,Q3o,0.4048,0.5952000000000001
Q3s,J5o,0.6163000000000001,0.3837
J5o,Q4o,0.4008,0.5992000000000001
Q4s,J5o,0.6199,0.3801
J5o,Q5o,0.2572,0.7428
Q5s,J5o,0.7536,0.2464
J5o,Q6o,0.36450000000000005,0.6355
Q6s,J5o,0.6531999999999999,0.3468
J5o,Q7o,0.3671,0.6329
Q7s,J5o,0.6507999999999999,0.3492
J5o,Q8o,0.3579,0.6420999999999999
Q8s,J5o,0.6595,0.34049999999999997
Q9o,J5o,0.6517000000000001,0.3483
Q9s,J5o,0.6686,0.33140000000000003
QJo,J5o,0.7506,0.2494
QJs,J5o,0.759,0.24100000000000002
QQo,J5o,0.8739,0.1261
QTo,J5o,0.6679,0.3321
QTs,J5o,0.6837000000000001,0.31629999999999997
J5o,T2o,0.6405,0.35950000000000004
T2s,J5o,0.3972,0.6028
J5o,T3o,0.6391,0.36090000000000005
T3s,J5o,0.39840000000000003,0.6015999999999999
J5o,T4o,0.6378,0.36219999999999997
T4s,J5o,0.3995,0.6004999999999999
J5o,T5o,0.7378,0.2622
T5s,J5o,0.3035,0.6965
J5o,T6o,0.5875,0.4125
T6s,J5o,0.4459,0.5540999999999999
J5o,T7o,0.5731,0.4269
T7s,J5o,0.4596,0.5404
T8o,J5o,0.4413,0.5587
T8s,J5o,0.4731,0.5268999999999999
T9o,J5o,0.456,0.544
T9s,J5o,0.48700000000000004,0.513
TTo,J5o,0.7234,0.2766
J5s,J6o,0.44189999999999996,0.5581
J6s,J5s,0.5793,0.4207
J5s,J7o,0.4007,0.5992999999999999
J7s,J5s,0.6175,0.3825
J5s,J8o,0.3679,0.6321
J8s,J5s,0.6481,0.3519
J5s,J9o,0.34340000000000004,0.6566
J9s,J5s,0.6711,0.3289
JJo,J5s,0.8745999999999999,0.12539999999999998
J5s,JTo,0.32030000000000003,0.6797
JTs,J5s,0.6927,0.3073
J5s,K2o,0.445,0.555
K2s,J5s,0.5826,0.4174
J5s,K3o,0.4411,0.5589
K3s,J5s,0.5861,0.4139
J5s,K4o,0.43729999999999997,0.5627
K4s,J5s,0.5895,0.4105
J5s,K5o,0.2974,0.7026
K5s,J5s,0.713,0.287
J5s,K6o,0.40399999999999997,0.596
K6s,J5s,0.622,0.37799999999999995
J5s,K7o,0.4035,0.5965
K7s,J5s,0.6224000000000001,0.3776
J5s,K8o,0.4064,0.5936
K8s,J5s,0.6197,0.3803
J5s,K9o,0.397,0.603
K9s,J5s,0.6286,0.3714
J5s,KJo,0.2914,0.7086
KJs,J5s,0.7188,0.2812
KKo,J5s,0.8294,0.17059999999999997
J5s,KQo,0.3565,0.6435
KQs,J5s,0.6668999999999999,0.3331
J5s,KTo,0.38159999999999994,0.6184000000000001
KTs,J5s,0.6433,0.3567
J5s,Q2o,0.4428,0.5572
J5s,Q2s,0.4154,0.5846
J5s,Q3o,0.4389,0.5611
J5s,Q3s,0.41200000000000003,0.588
J5s,Q4o,0.4351,0.5649000000000001
J5s,Q4s,0.40850000000000003,0.5915
J5s,Q5o,0.2987,0.7012999999999999
J5s,Q5s,0.28859999999999997,0.7114
J5s,Q6o,0.4018,0.5982
Q6s,J5s,0.6239,0.3761
J5s,Q7o,0.4042,0.5958
Q7s,J5s,0.6215999999999999,0.3784
J5s,Q8o,0.3954,0.6046
Q8s,J5s,0.6301,0.3699
J5s,Q9o,0.386,0.614
Q9s,J5s,0.639,0.361
J5s,QJo,0.2932,0.7068000000000001
QJs,J5s,0.7168000000000001,0.2832
QQo,J5s,0.8321999999999999,0.1678
J5s,QTo,0.3705,0.6295000000000001
QTs,J5s,0.6537000000000001,0.34630000000000005
J5s,T2o,0.6579999999999999,0.342
J5s,T2s,0.6283,0.37170000000000003
J5s,T3o,0.6565000000000001,0.3435
J5s,T3s,0.6271,0.3729
J5s,T4o,0.6552,0.3448
J5s,T4s,0.6259,0.3741
J5s,T5o,0.7484999999999999,0.2515
J5s,T5s,0.7066,0.2934
J5s,T6o,0.6089,0.3911
J5s,T6s,0.5811,0.4189
J5s,T7o,0.5951,0.40490000000000004
T7s,J5s,0.4322,0.5678
J5s,T8o,0.5813,0.41869999999999996
T8s,J5s,0.44530000000000003,0.5547
J5s,T9o,0.5672,0.4328
T9s,J5s,0.45880000000000004,0.5412
TTo,J5s,0.6872,0.3128
J6s,J6o,0.5249,0.47509999999999997
J6o,J7o,0.3613,0.6386999999999999
J7s,J6o,0.6559999999999999,0.344
J8o,J6o,0.6737000000000001,0.32630000000000003
J8s,J6o,0.6888,0.31120000000000003
J9o,J6o,0.6999,0.30010000000000003
J9s,J6o,0.7132999999999999,0.2867
JJo,J6o,0.932,0.068
JTo,J6o,0.7243999999999999,0.2756
JTs,J6o,0.7364,0.2636
J6o,K2o,0.41119999999999995,0.5888
K2s,J6o,0.6108,0.3892
J6o,K3o,0.4072,0.5928
K3s,J6o,0.6144,0.3856
J6o,K4o,0.4032,0.5968
K4s,J6o,0.6179,0.3821
J6o,K5o,0.3992,0.6008
K5s,J6o,0.6214,0.3786
J6o,K6o,0.2539,0.7461
K6s,J6o,0.757,0.243
J6o,K7o,0.36060000000000003,0.6394
K7s,J6o,0.657,0.34299999999999997
J6o,K8o,0.36310000000000003,0.6369
K8s,J6o,0.6546,0.3454
K9o,J6o,0.6459999999999999,0.354
K9s,J6o,0.6631999999999999,0.3368
KJo,J6o,0.7555,0.2445
KJs,J6o,0.7637999999999999,0.23620000000000002
KKo,J6o,0.8755,0.1245
KQo,J6o,0.6861,0.3139
KQs,J6o,0.7004,0.29960000000000003
KTo,J6o,0.6585,0.34149999999999997
KTs,J6o,0.6751,0.3249
J6o,Q2o,0.4089,0.5911
Q2s,J6o,0.6128,0.3872
J6o,Q3o,0.40490000000000004,0.5951
Q3s,J6o,0.6163000000000001,0.3837
J6o,Q4o,0.40090000000000003,0.5991
Q4s,J6o,0.6199,0.3801
J6o,Q5o,0.3969,0.6031
Q5s,J6o,0.6234000000000001,0.3766
J6o,Q6o,0.2552,0.7448
Q6s,J6o,0.7554000000000001,0.2446
J6o,Q7o,0.3608,0.6392
Q7s,J6o,0.6566,0.34340000000000004
J6o,Q8o,0.3517,0.6483
Q8s,J6o,0.6652,0.3348
Q9o,J6o,0.6574,0.34259999999999996
Q9s,J6o,0.6738,0.3262
QJo,J6o,0.7537999999999999,0.2462
QJs,J6o,0.7619,0.23809999999999998
QQo,J6o,0.8785,0.1215
QTo,J6o,0.6698999999999999,0.3301
QTs,J6o,0.6857,0.3143
J6o,T2o,0.6382,0.3618
T2s,J6o,0.3995,0.6004999999999999
J6o,T3o,0.6362,0.3638
T3s,J6o,0.4012,0.5988
J6o,T4o,0.6349,0.3651
T4s,J6o,0.4023,0.5977
J6o,T5o,0.6373,0.3627
T5s,J6o,0.4,0.6
J6o,T6o,0.7236,0.2764
T6s,J6o,0.31670000000000004,0.6833
J6o,T7o,0.5795,0.4205
T7s,J6o,0.4536,0.5464
T8o,J6o,0.4349,0.5650999999999999
T8s,J6o,0.4672,0.5328
T9o,J6o,0.44920000000000004,0.5508
T9s,J6o,0.4806,0.5194
TTo,J6o,0.7234,0.2766
J6s,J7o,0.39759999999999995,0.6024
J7s,J6s,0.6204,0.3796
J6s,J8o,0.36479999999999996,0.6352
J8s,J6s,0.6509999999999999,0.349
J6s,J9o,0.3403,0.6597
J9s,J6s,0.6739,0.3261
JJo,J6s,0.8789,0.1211
J6s,JTo,0.3173,0.6827
JTs,J6s,0.6955,0.3045
J6s,K2o,0.44520000000000004,0.5548
K2s,J6s,0.5825,0.4175
J6s,K3o,0.4414,0.5586
K3s,J6s,0.586,0.414
J6s,K4o,0.4375,0.5625
K4s,J6s,0.5893999999999999,0.4106
J6s,K5o,0.4337,0.5663
K5s,J6s,0.5929,0.4071
J6s,K6o,0.2955,0.7045
K6s,J6s,0.7147,0.2853
J6s,K7o,0.3981,0.6019
K7s,J6s,0.6275,0.3725
J6s,K8o,0.4006,0.5993999999999999
K8s,J6s,0.6251,0.3749
J6s,K9o,0.3917,0.6083
K9s,J6s,0.6335999999999999,0.3664
J6s,KJo,0.28859999999999997,0.7114
KJs,J6s,0.7212999999999999,0.2787
KKo,J6s,0.8337,0.1663
J6s,KQo,0.35340000000000005,0.6466
KQs,J6s,0.6698999999999999,0.3301
J6s,KTo,0.3796,0.6204
KTs,J6s,0.6452,0.35479999999999995
J6s,Q2o,0.44299999999999995,0.557
J6s,Q2s,0.4155,0.5845
J6s,Q3o,0.43920000000000003,0.5608
J6s,Q3s,0.4121,0.5879
J6s,Q4o,0.4353,0.5647
J6s,Q4s,0.4086,0.5914
J6s,Q5o,0.4315,0.5685
J6s,Q5s,0.4052,0.5948
J6s,Q6o,0.2969,0.7031000000000001
Q6s,J6s,0.7131000000000001,0.2869
J6s,Q7o,0.39840000000000003,0.6015999999999999
J6s,Q7s,0.3729,0.6271
J6s,Q8o,0.3895,0.6104999999999999
Q8s,J6s,0.6355,0.36450000000000005
J6s,Q9o,0.3807,0.6193
Q9s,J6s,0.644,0.35600000000000004
J6s,QJo,0.2904,0.7095999999999999
QJs,J6s,0.7193999999999999,0.28059999999999996
QQo,J6s,0.8365,0.1635
J6s,QTo,0.3685,0.6315
QTs,J6s,0.6556000000000001,0.3444
J6s,T2o,0.6557999999999999,0.3442
J6s,T2s,0.6261,0.3739
J6s,T3o,0.6539,0.3461
J6s,T3s,0.6244,0.37560000000000004
J6s,T4o,0.6525,0.3475
J6s,T4s,0.6233,0.37670000000000003
J6s,T5o,0.6547,0.3453
J6s,T5s,0.6254,0.3746
J6s,T6o,0.7354,0.2646
J6s,T6s,0.6945,0.3055
J6s,T7o,0.6004999999999999,0.3995
T7s,J6s,0.4268,0.5732
J6s,T8o,0.5867,0.4133
T8s,J6s,0.44,0.56
J6s,T9o,0.573,0.42700000000000005
T9s,J6s,0.45299999999999996,0.547
TTo,J6s,0.6873,0.3127
J7s,J7o,0.5249,0.47509999999999997
J8o,J7o,0.6714,0.3286
J8s,J7o,0.6859999999999999,0.314
J9o,J7o,0.6988,0.3012
J9s,J7o,0.7117,0.2883
JJo,J7o,0.9177,0.0823
JTo,J7o,0.7203,0.2797
JTs,J7o,0.732,0.268
J7o,K2o,0.4244,0.5756
K2s,J7o,0.5985,0.40149999999999997
J7o,K3o,0.42,0.58
K3s,J7o,0.6024,0.39759999999999995
J7o,K4o,0.41600000000000004,0.584
K4s,J7o,0.606,0.39399999999999996
J7o,K5o,0.41200000000000003,0.588
K5s,J7o,0.6095,0.39049999999999996
J7o,K6o,0.4127,0.5872999999999999
K6s,J7o,0.609,0.391
J7o,K7o,0.266,0.7340000000000001
K7s,J7o,0.7456,0.2544
J7o,K8o,0.37229999999999996,0.6277
K8s,J7o,0.6456000000000001,0.3544
K9o,J7o,0.6368,0.3632
K9s,J7o,0.6543000000000001,0.3457
KJo,J7o,0.7424,0.2576
KJs,J7o,0.7514,0.2486
KKo,J7o,0.8623999999999999,0.1376
KQo,J7o,0.6759000000000001,0.32409999999999994
KQs,J7o,0.6909000000000001,0.3091
KTo,J7o,0.6493000000000001,0.3507
KTs,J7o,0.6661,0.33390000000000003
J7o,Q2o,0.4224,0.5776
Q2s,J7o,0.6004,0.3996
J7o,Q3o,0.4179,0.5821000000000001
Q3s,J7o,0.6043,0.3957
J7o,Q4o,0.4139,0.5861
Q4s,J7o,0.6079,0.3921
J7o,Q5o,0.41,0.59
Q5s,J7o,0.6114,0.3886
J7o,Q6o,0.4106,0.5893999999999999
Q6s,J7o,0.6108,0.3892
J7o,Q7o,0.2697,0.7303000000000001
Q7s,J7o,0.742,0.258
J7o,Q8o,0.3608,0.6392
Q8s,J7o,0.6563,0.34369999999999995
Q9o,J7o,0.6483,0.3517
Q9s,J7o,0.6648999999999999,0.33509999999999995
QJo,J7o,0.7567,0.2433
QJs,J7o,0.7646,0.2354
QQo,J7o,0.8658,0.13419999999999999
QTo,J7o,0.6607999999999999,0.3392
QTs,J7o,0.6767,0.3233
J7o,T2o,0.6509,0.34909999999999997
T2s,J7o,0.3873,0.6127
J7o,T3o,0.6459,0.35409999999999997
T3s,J7o,0.3918,0.6082
J7o,T4o,0.644,0.35600000000000004
T4s,J7o,0.3934,0.6065999999999999
J7o,T5o,0.6464,0.35359999999999997
T5s,J7o,0.3912,0.6088
J7o,T6o,0.6375,0.3625
T6s,J7o,0.3995,0.6004999999999999
J7o,T7o,0.7241,0.2759
T7s,J7o,0.31579999999999997,0.6842
T8o,J7o,0.42119999999999996,0.5788
T8s,J7o,0.45399999999999996,0.546
T9o,J7o,0.4355,0.5645
T9s,J7o,0.4675,0.5325
TTo,J7o,0.7192000000000001,0.2808
J7s,J8o,0.3667,0.6333
J8s,J7s,0.6487,0.3513
J7s,J9o,0.341,0.659
J9s,J7s,0.6728000000000001,0.3272
JJo,J7s,0.8656999999999999,0.1343
J7s,JTo,0.3207,0.6793
JTs,J7s,0.6918000000000001,0.30820000000000003
J7s,K2o,0.4576,0.5424
K2s,J7s,0.5707,0.4293
J7s,K3o,0.4533,0.5467
K3s,J7s,0.5745,0.4255
J7s,K4o,0.4495,0.5505
K4s,J7s,0.578,0.42200000000000004
J7s,K5o,0.4457,0.5543
K5s,J7s,0.5814,0.41859999999999997
J7s,K6o,0.44630000000000003,0.5537
K6s,J7s,0.5809000000000001,0.4191
J7s,K7o,0.3068,0.6931999999999999
K7s,J7s,0.7043,0.2957
J7s,K8o,0.4092,0.5908
K8s,J7s,0.6167,0.3833
J7s,K9o,0.4004,0.5996
K9s,J7s,0.6251,0.3749
J7s,KJo,0.3009,0.6990999999999999
KJs,J7s,0.7099,0.2901
KKo,J7s,0.8212999999999999,0.1787
J7s,KQo,0.3629,0.6371
KQs,J7s,0.6607999999999999,0.3392
J7s,KTo,0.3882,0.6118
KTs,J7s,0.6367,0.36329999999999996
J7s,Q2o,0.4556,0.5444
J7s,Q2s,0.4274,0.5726
J7s,Q3o,0.45130000000000003,0.5487
J7s,Q3s,0.4236,0.5764
J7s,Q4o,0.4475,0.5525
J7s,Q4s,0.4201,0.5799
J7s,Q5o,0.4437,0.5563
J7s,Q5s,0.4167,0.5832999999999999
J7s,Q6o,0.4443,0.5557
J7s,Q6s,0.41729999999999995,0.5827
J7s,Q7o,0.3103,0.6897
J7s,Q7s,0.2993,0.7006999999999999
J7s,Q8o,0.3981,0.6019
Q8s,J7s,0.6271,0.3729
J7s,Q9o,0.3893,0.6107
Q9s,J7s,0.6356,0.3644
J7s,QJo,0.2878,0.7121999999999999
QJs,J7s,0.7218000000000001,0.2782
QQo,J7s,0.8245999999999999,0.1754
J7s,QTo,0.3771,0.6229
QTs,J7s,0.6470999999999999,0.3529
J7s,T2o,0.6678000000000001,0.3322
J7s,T2s,0.6377,0.36229999999999996
J7s,T3o,0.6629999999999999,0.337
J7s,T3s,0.6334000000000001,0.3666
J7s,T4o,0.6612,0.33880000000000005
J7s,T4s,0.6318,0.3682
J7s,T5o,0.6633,0.3367
J7s,T5s,0.6339,0.3661
J7s,T6o,0.6545000000000001,0.3455
J7s,T6s,0.6256,0.37439999999999996
J7s,T7o,0.7354,0.2646
T7s,J7s,0.30510000000000004,0.6949
J7s,T8o,0.5996,0.4004
T8s,J7s,0.4275,0.5725
J7s,T9o,0.5859000000000001,0.41409999999999997
T9s,J7s,0.44049999999999995,0.5595
TTo,J7s,0.6831999999999999,0.31679999999999997
J8s,J8o,0.5249,0.47509999999999997
J9o,J8o,0.6972,0.3028
J9s,J8o,0.7097,0.2903
JJo,J8o,0.9035,0.0965
JTo,J8o,0.7195999999999999,0.2804
JTs,J8o,0.7308,0.2692
J8o,K2o,0.4334,0.5666
K2s,J8o,0.5901,0.40990000000000004
J8o,K3o,0.4334,0.5666
K3s,J8o,0.5901,0.40990000000000004
J8o,K4o,0.429,0.5710000000000001
K4s,J8o,0.5941,0.40590000000000004
J8o,K5o,0.425,0.575
K5s,J8o,0.5976,0.40240000000000004
J8o,K6o,0.42560000000000003,0.5744
K6s,J8o,0.597,0.40299999999999997
J8o,K7o,0.4174,0.5826
K7s,J8o,0.6042000000000001,0.3958
J8o,K8o,0.2805,0.7195
K8s,J8o,0.7322,0.26780000000000004
K9o,J8o,0.6278,0.3722
K9s,J8o,0.6454000000000001,0.3546
KJo,J8o,0.7453,0.2547
KJs,J8o,0.7541,0.2459
