hand,position,EV,players,card1,card2,suited,card1_rank_id,card2_rank_id,EV_deviation,hand_type_id,position_id,players_id,pos_play
65s,BB,-0.22,10,6,5,s,4,3,-0.14925925925925926,1,1,8,BB10
64o,BB,-0.33,10,6,4,o,4,2,-0.21574074074074076,0,1,8,BB10
64s,BB,-0.21,10,6,4,s,4,2,-0.1198148148148148,1,1,8,BB10
63o,BB,-0.37,10,6,3,o,4,1,-0.2525925925925926,0,1,8,BB10
63s,BB,-0.3,10,6,3,s,4,1,-0.19037037037037036,1,1,8,BB10
62o,BB,-0.41,10,6,2,o,4,0,-0.2935185185185185,0,1,8,BB10
62s,BB,-0.32,10,6,2,s,4,0,-0.1774074074074074,1,1,8,BB10
54o,BB,-0.32,10,5,4,o,3,2,-0.19833333333333333,0,1,8,BB10
54s,BB,-0.15,10,5,4,s,3,2,-0.08166666666666667,1,1,8,BB10
53o,BB,-0.33,10,5,3,o,3,1,-0.21925925925925926,0,1,8,BB10
53s,BB,-0.26,10,5,3,s,3,1,-0.1577777777777778,1,1,8,BB10
52o,BB,-0.37,10,5,2,o,3,0,-0.2514814814814815,0,1,8,BB10
52s,BB,-0.3,10,5,2,s,3,0,-0.15703703703703703,1,1,8,BB10
43o,BB,-0.36,10,4,3,o,2,1,-0.23259259259259257,0,1,8,BB10
43s,BB,-0.22,10,4,3,s,2,1,-0.0901851851851852,1,1,8,BB10
42o,BB,-0.4,10,4,2,o,2,0,-0.2814814814814815,0,1,8,BB10
42s,BB,-0.26,10,4,2,s,2,0,-0.1138888888888889,1,1,8,BB10
32o,BB,-0.41,10,3,2,o,1,0,-0.2735185185185185,0,1,8,BB10
32s,BB,-0.33,10,3,2,s,1,0,-0.17703703703703705,1,1,8,BB10
AAo,pos3,2.48,10,A,A,o,12,12,0.11462962962962964,2,2,8,pos310
KKo,pos3,1.72,10,K,K,o,11,11,0.03870370370370346,2,2,8,pos310
QQo,pos3,1.28,10,Q,Q,o,10,10,0.0672222222222223,2,2,8,pos310
JJo,pos3,0.83,10,J,J,o,9,9,-0.01518518518518519,2,2,8,pos310
TTo,pos3,0.43,10,T,T,o,8,8,-0.12814814814814818,2,2,8,pos310
99o,pos3,0.31,10,9,9,o,7,7,-0.0440740740740741,2,2,8,pos310
88o,pos3,0.21,10,8,8,o,6,6,-0.020000000000000018,2,2,8,pos310
77o,pos3,0.03,10,7,7,o,5,5,-0.1025925925925926,2,2,8,pos310
66o,pos3,-0.02,10,6,6,o,4,4,-0.07722222222222222,2,2,8,pos310
55o,pos3,0.01,10,5,5,o,3,3,0.00537037037037037,2,2,8,pos310
44o,pos3,-0.08,10,4,4,o,2,2,-0.05018518518518518,2,2,8,pos310
33o,pos3,-0.07,10,3,3,o,1,1,0.0012962962962962954,2,2,8,pos310
22o,pos3,-0.12,10,2,2,o,0,0,-0.03888888888888889,2,2,8,pos310
AKo,pos3,0.48,10,A,K,o,12,11,-0.031481481481481555,0,2,8,pos310
AKs,pos3,0.79,10,A,K,s,12,11,0.006296296296296355,1,2,8,pos310
AQo,pos3,0.21,10,A,Q,o,12,10,-0.09722222222222224,0,2,8,pos310
AQs,pos3,0.51,10,A,Q,s,12,10,-0.08870370370370362,1,2,8,pos310
AJo,pos3,0.03,10,A,J,o,12,9,-0.14574074074074075,0,2,8,pos310
AJs,pos3,0.27,10,A,J,s,12,9,-0.15870370370370368,1,2,8,pos310
ATo,pos3,-0.07,10,A,T,o,12,8,-0.13740740740740742,0,2,8,pos310
ATs,pos3,0.28,10,A,T,s,12,8,-0.034444444444444444,1,2,8,pos310
A9o,pos3,-0.08,10,A,9,o,12,7,-0.03648148148148148,0,2,8,pos310
A9s,pos3,0.23,10,A,9,s,12,7,0.06092592592592591,1,2,8,pos310
A8o,pos3,-0.18,10,A,8,o,12,6,-0.10314814814814814,0,2,8,pos310
A8s,pos3,0.12,10,A,8,s,12,6,0.0324074074074074,1,2,8,pos310
A7o,pos3,-0.15,10,A,7,o,12,5,-0.04814814814814815,0,2,8,pos310
A7s,pos3,0.03,10,A,7,s,12,5,-0.05074074074074075,1,2,8,pos310
A6o,pos3,-0.18,10,A,6,o,12,4,-0.05629629629629629,0,2,8,pos310
A6s,pos3,-0.13,10,A,6,s,12,4,-0.1511111111111111,1,2,8,pos310
A5o,pos3,-0.12,10,A,5,o,12,3,0.004629629629629636,0,2,8,pos310
A5s,pos3,0.09,10,A,5,s,12,3,0.013148148148148145,1,2,8,pos310
A4o,pos3,-0.13,10,A,4,o,12,2,-0.004814814814814827,0,2,8,pos310
A4s,pos3,0.02,10,A,4,s,12,2,-0.03537037037037037,1,2,8,pos310
A3o,pos3,-0.17,10,A,3,o,12,1,-0.035370370370370385,0,2,8,pos310
A3s,pos3,-0.06,10,A,3,s,12,1,-0.07296296296296297,1,2,8,pos310
A2o,pos3,-0.16,10,A,2,o,12,0,-0.008703703703703713,0,2,8,pos310
A2s,pos3,-0.01,10,A,2,s,12,0,-0.004259259259259259,1,2,8,pos310
KQo,pos3,0.06,10,K,Q,o,11,10,-0.09555555555555556,0,2,8,pos310
KQs,pos3,0.4,10,K,Q,s,11,10,0.019074074074074077,1,2,8,pos310
KJo,pos3,-0.03,10,K,J,o,11,9,-0.10074074074074074,0,2,8,pos310
KJs,pos3,0.13,10,K,J,s,11,9,-0.15944444444444444,1,2,8,pos310
KTo,pos3,-0.07,10,K,T,o,11,8,-0.0712962962962963,0,2,8,pos310
KTs,pos3,0.11,10,K,T,s,11,8,-0.08037037037037036,1,2,8,pos310
K9o,pos3,-0.13,10,K,9,o,11,7,-0.04611111111111112,0,2,8,pos310
K9s,pos3,-0.06,10,K,9,s,11,7,-0.13592592592592595,1,2,8,pos310
K8o,pos3,-0.13,10,K,8,o,11,6,-0.013888888888888881,0,2,8,pos310
K8s,pos3,-0.04,10,K,8,s,11,6,-0.046481481481481485,1,2,8,pos310
K7o,pos3,-0.13,10,K,7,o,11,5,-0.011296296296296304,0,2,8,pos310
K7s,pos3,-0.09,10,K,7,s,11,5,-0.08888888888888888,1,2,8,pos310
K6o,pos3,-0.1,10,K,6,o,11,4,0.017222222222222222,0,2,8,pos310
K6s,pos3,-0.11,10,K,6,s,11,4,-0.06666666666666668,1,2,8,pos310
K5o,pos3,-0.11,10,K,5,o,11,3,0.020000000000000004,0,2,8,pos310
K5s,pos3,-0.06,10,K,5,s,11,3,-0.015185185185185184,1,2,8,pos310
K4o,pos3,-0.11,10,K,4,o,11,2,0.0198148148148148,0,2,8,pos310
K4s,pos3,-0.09,10,K,4,s,11,2,-0.039629629629629626,1,2,8,pos310
K3o,pos3,-0.13,10,K,3,o,11,1,0.0020370370370370317,0,2,8,pos310
K3s,pos3,-0.1,10,K,3,s,11,1,-0.01277777777777779,1,2,8,pos310
K2o,pos3,-0.11,10,K,2,o,11,0,0.026851851851851863,0,2,8,pos310
K2s,pos3,-0.16,10,K,2,s,11,0,-0.06629629629629628,1,2,8,pos310
QJo,pos3,-0.1,10,Q,J,o,10,9,-0.11907407407407408,0,2,8,pos310
QJs,pos3,0.15,10,Q,J,s,10,9,-0.08314814814814814,1,2,8,pos310
QTo,pos3,-0.1,10,Q,T,o,10,8,-0.07,0,2,8,pos310
QTs,pos3,0.04,10,Q,T,s,10,8,-0.12314814814814815,1,2,8,pos310
Q9o,pos3,-0.11,10,Q,9,o,10,7,-0.022407407407407404,0,2,8,pos310
Q9s,pos3,-0.04,10,Q,9,s,10,7,-0.09759259259259259,1,2,8,pos310
Q8o,pos3,-0.11,10,Q,8,o,10,6,0.0038888888888889,0,2,8,pos310
Q8s,pos3,-0.07,10,Q,8,s,10,6,-0.05351851851851852,1,2,8,pos310
Q7o,pos3,-0.11,10,Q,7,o,10,5,0.010185185185185186,0,2,8,pos310
Q7s,pos3,-0.04,10,Q,7,s,10,5,0.027407407407407415,1,2,8,pos310
Q6o,pos3,-0.11,10,Q,6,o,10,4,0.01444444444444444,0,2,8,pos310
Q6s,pos3,-0.16,10,Q,6,s,10,4,-0.08722222222222223,1,2,8,pos310
Q5o,pos3,-0.1,10,Q,5,o,10,3,0.023518518518518508,0,2,8,pos310
Q5s,pos3,-0.02,10,Q,5,s,10,3,0.06555555555555555,1,2,8,pos310
Q4o,pos3,-0.08,10,Q,4,o,10,2,0.04759259259259259,0,2,8,pos310
Q4s,pos3,-0.09,10,Q,4,s,10,2,0.012222222222222232,1,2,8,pos310
Q3o,pos3,-0.12,10,Q,3,o,10,1,0.005185185185185182,0,2,8,pos310
Q3s,pos3,-0.01,10,Q,3,s,10,1,0.09203703703703704,1,2,8,pos310
Q2o,pos3,-0.11,10,Q,2,o,10,0,0.019259259259259268,0,2,8,pos310
Q2s,pos3,-0.11,10,Q,2,s,10,0,0.006481481481481477,1,2,8,pos310
JTo,pos3,-0.12,10,J,T,o,9,8,-0.08796296296296297,0,2,8,pos310
JTs,pos3,-0.04,10,J,T,s,9,8,-0.18703703703703706,1,2,8,pos310
J9o,pos3,-0.15,10,J,9,o,9,7,-0.0624074074074074,0,2,8,pos310
J9s,pos3,-0.09,10,J,9,s,9,7,-0.12203703703703703,1,2,8,pos310
J8o,pos3,-0.07,10,J,8,o,9,6,0.034074074074074076,0,2,8,pos310
J8s,pos3,-0.06,10,J,8,s,9,6,-0.02518518518518518,1,2,8,pos310
J7o,pos3,-0.1,10,J,7,o,9,5,0.019629629629629622,0,2,8,pos310
J7s,pos3,-0.12,10,J,7,s,9,5,-0.051666666666666666,1,2,8,pos310
J6o,pos3,-0.07,10,J,6,o,9,4,0.05277777777777777,0,2,8,pos310
J6s,pos3,-0.19,10,J,6,s,9,4,-0.07666666666666666,1,2,8,pos310
J5o,pos3,-0.11,10,J,5,o,9,3,0.01814814814814815,0,2,8,pos310
J5s,pos3,-0.17,10,J,5,s,9,3,-0.0662962962962963,1,2,8,pos310
J4o,pos3,-0.1,10,J,4,o,9,2,0.018703703703703695,0,2,8,pos310
J4s,pos3,-0.09,10,J,4,s,9,2,0.028518518518518526,1,2,8,pos310
J3o,pos3,-0.12,10,J,3,o,9,1,0.005740740740740741,0,2,8,pos310
J3s,pos3,-0.08,10,J,3,s,9,1,0.05111111111111112,1,2,8,pos310
J2o,pos3,-0.08,10,J,2,o,9,0,0.046296296296296294,0,2,8,pos310
J2s,pos3,-0.12,10,J,2,s,9,0,0.01944444444444446,1,2,8,pos310
T9o,pos3,-0.09,10,T,9,o,8,7,-0.01703703703703703,0,2,8,pos310
T9s,pos3,-0.05,10,T,9,s,8,7,-0.09703703703703703,1,2,8,pos310
T8o,pos3,-0.11,10,T,8,o,8,6,-0.016111111111111104,0,2,8,pos310
T8s,pos3,-0.02,10,T,8,s,8,6,-0.01037037037037037,1,2,8,pos310
T7o,pos3,-0.07,10,T,7,o,8,5,0.03370370370370371,0,2,8,pos310
T7s,pos3,-0.12,10,T,7,s,8,5,-0.07018518518518518,1,2,8,pos310
T6o,pos3,-0.1,10,T,6,o,8,4,0.010740740740740731,0,2,8,pos310
T6s,pos3,-0.14,10,T,6,s,8,4,-0.03037037037037038,1,2,8,pos310
T5o,pos3,-0.09,10,T,5,o,8,3,0.028703703703703703,0,2,8,pos310
T5s,pos3,-0.1,10,T,5,s,8,3,0.01425925925925925,1,2,8,pos310
T4o,pos3,-0.09,10,T,4,o,8,2,0.02703703703703704,0,2,8,pos310
T4s,pos3,-0.12,10,T,4,s,8,2,0.0012962962962962954,1,2,8,pos310
T3o,pos3,-0.09,10,T,3,o,8,1,0.02962962962962963,0,2,8,pos310
T3s,pos3,-0.11,10,T,3,s,8,1,0.017777777777777795,1,2,8,pos310
T2o,pos3,-0.1,10,T,2,o,8,0,0.01685185185185184,0,2,8,pos310
T2s,pos3,-0.11,10,T,2,s,8,0,0.02185185185185186,1,2,8,pos310
98o,pos3,-0.1,10,9,8,o,7,6,-0.0022222222222222227,0,2,8,pos310
98s,pos3,-0.11,10,9,8,s,7,6,-0.10851851851851851,1,2,8,pos310
97o,pos3,-0.09,10,9,7,o,7,5,0.010740740740740745,0,2,8,pos310
97s,pos3,0.03,10,9,7,s,7,5,0.07407407407407407,1,2,8,pos310
96o,pos3,-0.09,10,9,6,o,7,4,0.023703703703703713,0,2,8,pos310
96s,pos3,-0.13,10,9,6,s,7,4,-0.04092592592592592,1,2,8,pos310
95o,pos3,-0.08,10,9,5,o,7,3,0.03074074074074075,0,2,8,pos310
95s,pos3,-0.11,10,9,5,s,7,3,0.0062962962962963,1,2,8,pos310
94o,pos3,-0.08,10,9,4,o,7,2,0.03611111111111112,0,2,8,pos310
94s,pos3,-0.1,10,9,4,s,7,2,0.044999999999999984,1,2,8,pos310
93o,pos3,-0.08,10,9,3,o,7,1,0.03685185185185186,0,2,8,pos310
93s,pos3,-0.11,10,9,3,s,7,1,0.02185185185185186,1,2,8,pos310
92o,pos3,-0.08,10,9,2,o,7,0,0.0387037037037037,0,2,8,pos310
92s,pos3,-0.11,10,9,2,s,7,0,0.030370370370370367,1,2,8,pos310
87o,pos3,-0.12,10,8,7,o,6,5,-0.003518518518518518,0,2,8,pos310
87s,pos3,0.11,10,8,7,s,6,5,0.14074074074074075,1,2,8,pos310
86o,pos3,-0.09,10,8,6,o,6,4,0.019444444444444445,0,2,8,pos310
86s,pos3,-0.05,10,8,6,s,6,4,0.028148148148148144,1,2,8,pos310
85o,pos3,-0.07,10,8,5,o,6,3,0.039444444444444435,0,2,8,pos310
85s,pos3,-0.1,10,8,5,s,6,3,0.018518518518518517,1,2,8,pos310
84o,pos3,-0.08,10,8,4,o,6,2,0.03796296296296296,0,2,8,pos310
84s,pos3,-0.12,10,8,4,s,6,2,-0.006851851851851845,1,2,8,pos310
83o,pos3,-0.08,10,8,3,o,6,1,0.035,0,2,8,pos310
83s,pos3,-0.12,10,8,3,s,6,1,0.031111111111111117,1,2,8,pos310
82o,pos3,-0.08,10,8,2,o,6,0,0.03370370370370371,0,2,8,pos310
82s,pos3,-0.15,10,8,2,s,6,0,-0.008333333333333331,1,2,8,pos310
76o,pos3,-0.07,10,7,6,o,5,4,0.042592592592592585,0,2,8,pos310
76s,pos3,-0.04,10,7,6,s,5,4,-0.0024074074074074067,1,2,8,pos310
75o,pos3,-0.07,10,7,5,o,5,3,0.03833333333333333,0,2,8,pos310
75s,pos3,-0.14,10,7,5,s,5,3,-0.04611111111111112,1,2,8,pos310
74o,pos3,-0.07,10,7,4,o,5,2,0.04240740740740741,0,2,8,pos310
74s,pos3,-0.1,10,7,4,s,5,2,0.012777777777777763,1,2,8,pos310
73o,pos3,-0.08,10,7,3,o,5,1,0.03611111111111112,0,2,8,pos310
73s,pos3,-0.12,10,7,3,s,5,1,0.01629629629629631,1,2,8,pos310
72o,pos3,-0.08,10,7,2,o,5,0,0.03796296296296296,0,2,8,pos310
72s,pos3,-0.12,10,7,2,s,5,0,0.02148148148148149,1,2,8,pos310
65o,pos3,-0.07,10,6,5,o,4,3,0.0524074074074074,0,2,8,pos310
65s,pos3,-0.08,10,6,5,s,4,3,-0.009259259259259259,1,2,8,pos310
64o,pos3,-0.07,10,6,4,o,4,2,0.04425925925925925,0,2,8,pos310
64s,pos3,0.06,10,6,4,s,4,2,0.1501851851851852,1,2,8,pos310
63o,pos3,-0.1,10,6,3,o,4,1,0.0174074074074074,0,2,8,pos310
63s,pos3,-0.12,10,6,3,s,4,1,-0.010370370370370363,1,2,8,pos310
62o,pos3,-0.09,10,6,2,o,4,0,0.02648148148148148,0,2,8,pos310
62s,pos3,-0.08,10,6,2,s,4,0,0.0625925925925926,1,2,8,pos310
54o,pos3,-0.08,10,5,4,o,3,2,0.04166666666666667,0,2,8,pos310
54s,pos3,-0.07,10,5,4,s,3,2,-0.0016666666666666774,1,2,8,pos310
53o,pos3,-0.07,10,5,3,o,3,1,0.040740740740740744,0,2,8,pos310
53s,pos3,-0.08,10,5,3,s,3,1,0.022222222222222227,1,2,8,pos310
52o,pos3,-0.09,10,5,2,o,3,0,0.028518518518518526,0,2,8,pos310
52s,pos3,-0.12,10,5,2,s,3,0,0.022962962962962963,1,2,8,pos310
43o,pos3,-0.09,10,4,3,o,2,1,0.03740740740740742,0,2,8,pos310
43s,pos3,-0.03,10,4,3,s,2,1,0.0998148148148148,1,2,8,pos310
42o,pos3,-0.09,10,4,2,o,2,0,0.028518518518518526,0,2,8,pos310
42s,pos3,-0.18,10,4,2,s,2,0,-0.033888888888888885,1,2,8,pos310
32o,pos3,-0.07,10,3,2,o,1,0,0.06648148148148147,0,2,8,pos310
32s,pos3,-0.14,10,3,2,s,1,0,0.012962962962962954,1,2,8,pos310
AAo,pos4,2.53,10,A,A,o,12,12,0.16462962962962946,2,3,8,pos410
KKo,pos4,1.7,10,K,K,o,11,11,0.018703703703703445,2,3,8,pos410
QQo,pos4,1.21,10,Q,Q,o,10,10,-0.002777777777777768,2,3,8,pos410
JJo,pos4,0.66,10,J,J,o,9,9,-0.18518518518518512,2,3,8,pos410
TTo,pos4,0.52,10,T,T,o,8,8,-0.03814814814814815,2,3,8,pos410
99o,pos4,0.15,10,9,9,o,7,7,-0.2040740740740741,2,3,8,pos410
88o,pos4,0.09,10,8,8,o,6,6,-0.14,2,3,8,pos410
77o,pos4,0.11,10,7,7,o,5,5,-0.022592592592592595,2,3,8,pos410
66o,pos4,0.08,10,6,6,o,4,4,0.02277777777777778,2,3,8,pos410
55o,pos4,-0.02,10,5,5,o,3,3,-0.02462962962962963,2,3,8,pos410
44o,pos4,-0.06,10,4,4,o,2,2,-0.03018518518518518,2,3,8,pos410
33o,pos4,-0.04,10,3,3,o,1,1,0.0312962962962963,2,3,8,pos410
22o,pos4,-0.03,10,2,2,o,0,0,0.05111111111111111,2,3,8,pos410
AKo,pos4,0.42,10,A,K,o,12,11,-0.09148148148148155,0,3,8,pos410
AKs,pos4,0.9,10,A,K,s,12,11,0.11629629629629634,1,3,8,pos410
AQo,pos4,0.3,10,A,Q,o,12,10,-0.007222222222222241,0,3,8,pos410
AQs,pos4,0.6,10,A,Q,s,12,10,0.001296296296296351,1,3,8,pos410
AJo,pos4,0.1,10,A,J,o,12,9,-0.07574074074074075,0,3,8,pos410
AJs,pos4,0.41,10,A,J,s,12,9,-0.018703703703703722,1,3,8,pos410
ATo,pos4,-0.02,10,A,T,o,12,8,-0.08740740740740742,0,3,8,pos410
ATs,pos4,0.24,10,A,T,s,12,8,-0.07444444444444448,1,3,8,pos410
A9o,pos4,-0.11,10,A,9,o,12,7,-0.06648148148148147,0,3,8,pos410
A9s,pos4,0.07,10,A,9,s,12,7,-0.09907407407407409,1,3,8,pos410
A8o,pos4,-0.08,10,A,8,o,12,6,-0.00314814814814815,0,3,8,pos410
A8s,pos4,0.03,10,A,8,s,12,6,-0.0575925925925926,1,3,8,pos410
A7o,pos4,-0.12,10,A,7,o,12,5,-0.01814814814814815,0,3,8,pos410
A7s,pos4,0.12,10,A,7,s,12,5,0.039259259259259244,1,3,8,pos410
A6o,pos4,-0.15,10,A,6,o,12,4,-0.02629629629629629,0,3,8,pos410
A6s,pos4,0.04,10,A,6,s,12,4,0.01888888888888889,1,3,8,pos410
A5o,pos4,-0.15,10,A,5,o,12,3,-0.025370370370370363,0,3,8,pos410
A5s,pos4,0.07,10,A,5,s,12,3,-0.006851851851851845,1,3,8,pos410
A4o,pos4,-0.1,10,A,4,o,12,2,0.02518518518518517,0,3,8,pos410
A4s,pos4,0.03,10,A,4,s,12,2,-0.025370370370370376,1,3,8,pos410
A3o,pos4,-0.11,10,A,3,o,12,1,0.024629629629629626,0,3,8,pos410
A3s,pos4,0.06,10,A,3,s,12,1,0.04703703703703704,1,3,8,pos410
A2o,pos4,-0.14,10,A,2,o,12,0,0.011296296296296277,0,3,8,pos410
A2s,pos4,-0.04,10,A,2,s,12,0,-0.03425925925925926,1,3,8,pos410
KQo,pos4,0.15,10,K,Q,o,11,10,-0.005555555555555564,0,3,8,pos410
KQs,pos4,0.31,10,K,Q,s,11,10,-0.07092592592592595,1,3,8,pos410
KJo,pos4,-0.02,10,K,J,o,11,9,-0.09074074074074075,0,3,8,pos410
KJs,pos4,0.27,10,K,J,s,11,9,-0.01944444444444443,1,3,8,pos410
KTo,pos4,-0.09,10,K,T,o,11,8,-0.09129629629629629,0,3,8,pos410
KTs,pos4,0.19,10,K,T,s,11,8,-0.00037037037037035425,1,3,8,pos410
K9o,pos4,-0.1,10,K,9,o,11,7,-0.016111111111111118,0,3,8,pos410
K9s,pos4,0.04,10,K,9,s,11,7,-0.03592592592592594,1,3,8,pos410
K8o,pos4,-0.1,10,K,8,o,11,6,0.016111111111111118,0,3,8,pos410
K8s,pos4,-0.02,10,K,8,s,11,6,-0.02648148148148148,1,3,8,pos410
K7o,pos4,-0.09,10,K,7,o,11,5,0.028703703703703703,0,3,8,pos410
K7s,pos4,-0.03,10,K,7,s,11,5,-0.028888888888888888,1,3,8,pos410
K6o,pos4,-0.05,10,K,6,o,11,4,0.06722222222222222,0,3,8,pos410
K6s,pos4,0.03,10,K,6,s,11,4,0.07333333333333333,1,3,8,pos410
K5o,pos4,-0.08,10,K,5,o,11,3,0.05,0,3,8,pos410
K5s,pos4,-0.04,10,K,5,s,11,3,0.0048148148148148134,1,3,8,pos410
K4o,pos4,-0.08,10,K,4,o,11,2,0.0498148148148148,0,3,8,pos410
K4s,pos4,-0.09,10,K,4,s,11,2,-0.039629629629629626,1,3,8,pos410
K3o,pos4,-0.06,10,K,3,o,11,1,0.07203703703703704,0,3,8,pos410
K3s,pos4,-0.12,10,K,3,s,11,1,-0.03277777777777778,1,3,8,pos410
K2o,pos4,-0.06,10,K,2,o,11,0,0.07685185185185187,0,3,8,pos410
K2s,pos4,-0.03,10,K,2,s,11,0,0.06370370370370372,1,3,8,pos410
QJo,pos4,-0.08,10,Q,J,o,10,9,-0.09907407407407408,0,3,8,pos410
QJs,pos4,0.11,10,Q,J,s,10,9,-0.12314814814814813,1,3,8,pos410
QTo,pos4,-0.07,10,Q,T,o,10,8,-0.04000000000000001,0,3,8,pos410
QTs,pos4,0.12,10,Q,T,s,10,8,-0.04314814814814816,1,3,8,pos410
Q9o,pos4,-0.11,10,Q,9,o,10,7,-0.022407407407407404,0,3,8,pos410
Q9s,pos4,0.11,10,Q,9,s,10,7,0.05240740740740741,1,3,8,pos410
Q8o,pos4,-0.1,10,Q,8,o,10,6,0.013888888888888895,0,3,8,pos410
Q8s,pos4,-0.07,10,Q,8,s,10,6,-0.05351851851851852,1,3,8,pos410
Q7o,pos4,-0.07,10,Q,7,o,10,5,0.05018518518518518,0,3,8,pos410
Q7s,pos4,-0.12,10,Q,7,s,10,5,-0.05259259259259258,1,3,8,pos410
Q6o,pos4,-0.06,10,Q,6,o,10,4,0.06444444444444444,0,3,8,pos410
Q6s,pos4,-0.09,10,Q,6,s,10,4,-0.017222222222222222,1,3,8,pos410
Q5o,pos4,-0.07,10,Q,5,o,10,3,0.05351851851851851,0,3,8,pos410
Q5s,pos4,-0.03,10,Q,5,s,10,3,0.05555555555555555,1,3,8,pos410
Q4o,pos4,-0.05,10,Q,4,o,10,2,0.07759259259259259,0,3,8,pos410
Q4s,pos4,-0.11,10,Q,4,s,10,2,-0.007777777777777772,1,3,8,pos410
Q3o,pos4,-0.03,10,Q,3,o,10,1,0.09518518518518518,0,3,8,pos410
Q3s,pos4,-0.12,10,Q,3,s,10,1,-0.01796296296296296,1,3,8,pos410
Q2o,pos4,-0.05,10,Q,2,o,10,0,0.07925925925925927,0,3,8,pos410
Q2s,pos4,-0.1,10,Q,2,s,10,0,0.016481481481481472,1,3,8,pos410
JTo,pos4,-0.11,10,J,T,o,9,8,-0.07796296296296296,0,3,8,pos410
JTs,pos4,0.09,10,J,T,s,9,8,-0.05703703703703705,1,3,8,pos410
J9o,pos4,-0.07,10,J,9,o,9,7,0.01759259259259259,0,3,8,pos410
J9s,pos4,-0.04,10,J,9,s,9,7,-0.07203703703703704,1,3,8,pos410
J8o,pos4,-0.08,10,J,8,o,9,6,0.02407407407407408,0,3,8,pos410
J8s,pos4,-0.18,10,J,8,s,9,6,-0.14518518518518517,1,3,8,pos410
J7o,pos4,-0.06,10,J,7,o,9,5,0.05962962962962963,0,3,8,pos410
J7s,pos4,-0.02,10,J,7,s,9,5,0.048333333333333325,1,3,8,pos410
J6o,pos4,-0.06,10,J,6,o,9,4,0.06277777777777778,0,3,8,pos410
J6s,pos4,-0.11,10,J,6,s,9,4,0.003333333333333341,1,3,8,pos410
J5o,pos4,-0.04,10,J,5,o,9,3,0.08814814814814814,0,3,8,pos410
J5s,pos4,-0.05,10,J,5,s,9,3,0.05370370370370371,1,3,8,pos410
J4o,pos4,-0.04,10,J,4,o,9,2,0.07870370370370369,0,3,8,pos410
J4s,pos4,-0.03,10,J,4,s,9,2,0.08851851851851852,1,3,8,pos410
J3o,pos4,-0.04,10,J,3,o,9,1,0.08574074074074073,0,3,8,pos410
J3s,pos4,-0.06,10,J,3,s,9,1,0.07111111111111112,1,3,8,pos410
J2o,pos4,-0.04,10,J,2,o,9,0,0.08629629629629629,0,3,8,pos410
J2s,pos4,-0.12,10,J,2,s,9,0,0.01944444444444446,1,3,8,pos410
T9o,pos4,-0.07,10,T,9,o,8,7,0.002962962962962959,0,3,8,pos410
T9s,pos4,-0.02,10,T,9,s,8,7,-0.06703703703703703,1,3,8,pos410
T8o,pos4,-0.06,10,T,8,o,8,6,0.0338888888888889,0,3,8,pos410
T8s,pos4,-0.07,10,T,8,s,8,6,-0.06037037037037038,1,3,8,pos410
T7o,pos4,-0.04,10,T,7,o,8,5,0.0637037037037037,0,3,8,pos410
T7s,pos4,-0.07,10,T,7,s,8,5,-0.020185185185185195,1,3,8,pos410
T6o,pos4,-0.04,10,T,6,o,8,4,0.07074074074074074,0,3,8,pos410
T6s,pos4,-0.12,10,T,6,s,8,4,-0.010370370370370363,1,3,8,pos410
T5o,pos4,-0.03,10,T,5,o,8,3,0.0887037037037037,0,3,8,pos410
T5s,pos4,-0.07,10,T,5,s,8,3,0.04425925925925925,1,3,8,pos410
T4o,pos4,-0.03,10,T,4,o,8,2,0.08703703703703704,0,3,8,pos410
T4s,pos4,-0.09,10,T,4,s,8,2,0.031296296296296294,1,3,8,pos410
T3o,pos4,-0.03,10,T,3,o,8,1,0.08962962962962963,0,3,8,pos410
T3s,pos4,-0.07,10,T,3,s,8,1,0.05777777777777779,1,3,8,pos410
T2o,pos4,-0.01,10,T,2,o,8,0,0.10685185185185185,0,3,8,pos410
T2s,pos4,-0.1,10,T,2,s,8,0,0.03185185185185185,1,3,8,pos410
98o,pos4,-0.07,10,9,8,o,7,6,0.027777777777777776,0,3,8,pos410
98s,pos4,-0.05,10,9,8,s,7,6,-0.04851851851851852,1,3,8,pos410
97o,pos4,-0.03,10,9,7,o,7,5,0.07074074074074074,0,3,8,pos410
97s,pos4,-0.07,10,9,7,s,7,5,-0.02592592592592593,1,3,8,pos410
96o,pos4,-0.04,10,9,6,o,7,4,0.07370370370370372,0,3,8,pos410
96s,pos4,-0.09,10,9,6,s,7,4,-0.0009259259259259134,1,3,8,pos410
95o,pos4,-0.04,10,9,5,o,7,3,0.07074074074074074,0,3,8,pos410
95s,pos4,-0.09,10,9,5,s,7,3,0.026296296296296304,1,3,8,pos410
94o,pos4,-0.02,10,9,4,o,7,2,0.09611111111111112,0,3,8,pos410
94s,pos4,-0.1,10,9,4,s,7,2,0.044999999999999984,1,3,8,pos410
93o,pos4,-0.03,10,9,3,o,7,1,0.08685185185185186,0,3,8,pos410
93s,pos4,-0.07,10,9,3,s,7,1,0.06185185185185185,1,3,8,pos410
92o,pos4,-0.02,10,9,2,o,7,0,0.0987037037037037,0,3,8,pos410
92s,pos4,-0.06,10,9,2,s,7,0,0.08037037037037037,1,3,8,pos410
