,hand,22o,32o,32s,33o,42o,42s,43o,43s,44o,52o,52s,53o,53s,54o,54s,55o,62o,62s,63o,63s,64o,64s,65o,65s,66o,72o,72s,73o,73s,74o,74s,75o,75s,76o,76s,77o,82o,82s,83o,83s,84o,84s,85o,85s,86o,86s,87o,87s,88o,92o,92s,93o,93s,94o,94s,95o,95s,96o,96s,97o,97s,98o,98s,99o,A2o,A2s,A3o,A3s,A4o,A4s,A5o,A5s,A6o,A6s,A7o,A7s,A8o,A8s,A9o,A9s,AAo,AJo,AJs,AKo,AKs,AQo,AQs,ATo,ATs,J2o,J2s,J3o,J3s,J4o,J4s,J5o,J5s,J6o,J6s,J7o,J7s,J8o,J8s,J9o,J9s,JJo,JTo,JTs,K2o,K2s,K3o,K3s,K4o,K4s,K5o,K5s,K6o,K6s,K7o,K7s,K8o,K8s,K9o,K9s,KJo,KJs,KKo,KQo,KQs,KTo,KTs,Q2o,Q2s,Q3o,Q3s,Q4o,Q4s,Q5o,Q5s,Q6o,Q6s,Q7o,Q7s,Q8o,Q8s,Q9o,Q9s,QJo,QJs,QQo,QTo,QTs,T2o,T2s,T3o,T3s,T4o,T4s,T5o,T5s,T6o,T6s,T7o,T7s,T8o,T8s,T9o,T9s,TTo
12,53s,0.89106447,0.9545273,0.9419768,0.92890126,0.9953404,0.9881181,0.98069996,0.97149175,0.96097034,0.9669422,0.9766958,0.9976304,1.0000001,0.99629456,0.9964589,0.98301035,0.87154734,0.8891823,0.9264016,0.9315981,0.9844142,0.9900441,0.99751174,0.997525,0.9903975,0.7225515,0.7532331,0.8052398,0.8267068,0.8783845,0.8898363,0.9446216,0.95609134,0.9777139,0.97733855,0.95233697,0.57997215,0.6139339,0.6441298,0.6830955,0.7403803,0.74174124,0.7905663,0.805797,0.87532806,0.88385254,0.92369866,0.9265263,0.8785688,0.4623359,0.4889247,0.5199995,0.5488229,0.59067124,0.6203061,0.65318704,0.6736004,0.70526755,0.7156502,0.777812,0.7885347,0.82887065,0.8348476,0.7915498,-0.9470345,-0.94418156,-0.9487321,-0.94589937,-0.94964653,-0.94569534,-0.94745034,-0.9443377,-0.947989,-0.9459742,-0.9467678,-0.94199824,-0.9450248,-0.9394776,-0.94115037,-0.9290106,-0.6857063,-0.91195345,-0.8882706,-0.84605193,-0.8171024,-0.87689906,-0.84721696,-0.9302399,-0.9112536,0.2415207,0.23959744,0.28880605,0.2765581,0.32033288,0.3077559,0.36533934,0.33497387,0.39319828,0.3742975,0.43315834,0.4010118,0.45151925,0.43060765,0.5132027,0.46738958,0.4612003,0.5401099,0.49049166,-0.84926623,-0.8491011,-0.8595753,-0.8597349,-0.87242997,-0.87620413,-0.88226736,-0.8856994,-0.8959211,-0.89601266,-0.90579563,-0.90834475,-0.9130435,-0.91356933,-0.91961604,-0.9167667,-0.9075622,-0.88259006,-0.7113691,-0.8942806,-0.8656645,-0.91761035,-0.90732944,-0.7227402,-0.7186835,-0.7355173,-0.7306919,-0.7512254,-0.7507105,-0.7666736,-0.7652036,-0.78256583,-0.7829833,-0.8006836,-0.79927367,-0.8085705,-0.8091484,-0.8302156,-0.81787723,-0.80782235,-0.7700371,-0.6832086,-0.8270354,-0.8124525,0.32444203,0.31639734,0.37926334,0.36954778,0.4289219,0.40229958,0.4661778,0.4375658,0.5183619,0.485183,0.54788136,0.50883484,0.6121573,0.57444483,0.67712647,0.6506685,0.5996424
13,54o,0.9220297,0.9739808,0.96411145,0.9536848,0.99745774,0.9950791,0.9927778,0.9865574,0.9784876,0.94444937,0.9570918,0.9895019,0.99629456,1.0,0.9994018,0.99219805,0.83008343,0.8500172,0.89383715,0.8994747,0.96804553,0.976355,0.9914951,0.9922893,0.9893069,0.66537905,0.6983426,0.7557742,0.7792825,0.838353,0.8508849,0.91673684,0.93092287,0.9606744,0.96122247,0.9318738,0.51353276,0.54908305,0.5816591,0.6230089,0.68542117,0.6865718,0.74070674,0.7568483,0.83606493,0.8459408,0.89374584,0.8980735,0.8465137,0.39049983,0.417906,0.4507586,0.4807651,0.5253794,0.55635613,0.5920323,0.61358774,0.6484242,0.6593275,0.728033,0.740453,0.78635484,0.79395217,0.7517835,-0.9526417,-0.9470405,-0.9530853,-0.9472966,-0.95482665,-0.9485652,-0.95344096,-0.9463494,-0.95402575,-0.95004094,-0.9526779,-0.94387954,-0.9496892,-0.9404701,-0.941802,-0.9245569,-0.6402652,-0.9014411,-0.87335247,-0.81568795,-0.7831882,-0.85231185,-0.8184501,-0.926101,-0.90204823,0.16359028,0.16140175,0.21195519,0.19920939,0.24435958,0.23133692,0.29078886,0.25935096,0.31986707,0.30013102,0.36160177,0.32840243,0.38152504,0.35996157,0.4467471,0.40047795,0.4154399,0.47694182,0.42658573,-0.8870051,-0.88695943,-0.8954002,-0.89558125,-0.90571845,-0.9088271,-0.91308755,-0.91580325,-0.9232254,-0.92290723,-0.9296061,-0.9305209,-0.93342537,-0.93194044,-0.93459564,-0.92897135,-0.9109381,-0.87992656,-0.6717859,-0.87483454,-0.84158033,-0.9277875,-0.9148951,-0.7745809,-0.771002,-0.78572065,-0.7814012,-0.7991539,-0.7987324,-0.81202734,-0.81060225,-0.824749,-0.82478327,-0.83877474,-0.83721405,-0.84297335,-0.8417429,-0.8572587,-0.84302425,-0.8249027,-0.7807616,-0.6516318,-0.84859693,-0.82782733,0.24833964,0.23979022,0.3047996,0.2945555,0.35634658,0.32852238,0.39527863,0.36532232,0.4501751,0.4152692,0.48176527,0.4407769,0.550503,0.51163507,0.62143916,0.59448934,0.5503957
14,54s,0.91843855,0.97088856,0.96135306,0.9512684,0.9958058,0.99351907,0.9909128,0.9851131,0.9774459,0.9446171,0.9572835,0.98925346,0.9964589,0.9994018,1.0000001,0.9927523,0.8317518,0.8517184,0.895435,0.90141314,0.9690176,0.9779972,0.99219435,0.9938339,0.99159306,0.6682406,0.7013332,0.75869143,0.7823712,0.8412398,0.8541531,0.9193066,0.9340045,0.96305144,0.9646649,0.9370548,0.5173256,0.5529245,0.58564997,0.62681764,0.6894192,0.69100463,0.74490386,0.76119405,0.8401652,0.8507686,0.89786655,0.9031836,0.8537441,0.39486772,0.42226785,0.45537865,0.48544154,0.5301917,0.5610909,0.59706014,0.6187583,0.6537134,0.6649694,0.73360455,0.7468702,0.7923297,0.80092126,0.7605827,-0.95420814,-0.94806314,-0.9546615,-0.94829524,-0.9564589,-0.9496008,-0.9549592,-0.94720274,-0.95550865,-0.9509998,-0.9541426,-0.9447816,-0.9510294,-0.9413154,-0.9430552,-0.92519736,-0.6409447,-0.9021692,-0.8734637,-0.8171536,-0.7843294,-0.85390043,-0.81949717,-0.9269249,-0.90221953,0.1687242,0.16689016,0.21738723,0.20506829,0.2500988,0.23749635,0.29672208,0.26591754,0.32621765,0.3070475,0.3682545,0.3359068,0.3886888,0.36792773,0.4543223,0.40951502,0.42780912,0.48538303,0.4368072,-0.88718945,-0.8867616,-0.8955386,-0.89533,-0.90590495,-0.90859103,-0.91331214,-0.9155193,-0.9233473,-0.92250323,-0.9298136,-0.9300736,-0.9335714,-0.9314313,-0.9346893,-0.9282671,-0.9100887,-0.8779094,-0.6711047,-0.8760214,-0.8422356,-0.9273523,-0.9134966,-0.7733481,-0.76936173,-0.7843695,-0.77968323,-0.7978093,-0.796998,-0.8106155,-0.80875564,-0.8231782,-0.82275426,-0.83722204,-0.8351066,-0.8411832,-0.83927757,-0.85555696,-0.84027773,-0.82201076,-0.7760863,-0.6491886,-0.8462332,-0.82387894,0.25338352,0.24530685,0.3101341,0.3003967,0.3619329,0.3346062,0.40110818,0.37181836,0.45635313,0.42207694,0.48837024,0.4482616,0.5576312,0.5201866,0.6288768,0.6035943,0.5615928
15,55o,0.94676924,0.97963935,0.9740853,0.9732359,0.985412,0.9895386,0.99211824,0.9904475,0.99277306,0.9061585,0.9230096,0.96916646,0.98301035,0.99219805,0.9927523,1.0000001,0.7730376,0.7958901,0.84767425,0.85548717,0.9409309,0.95431876,0.9756166,0.9789773,0.98922426,0.59395677,0.62984085,0.69308776,0.7189688,0.7871066,0.8020867,0.8802257,0.89894885,0.9360589,0.93941164,0.91380787,0.4346535,0.4720332,0.5071859,0.5507262,0.6195227,0.62149733,0.6818016,0.6994935,0.79054266,0.8039953,0.858345,0.8658256,0.8206403,0.30797112,0.3363636,0.37129018,0.40258127,0.45069122,0.48296314,0.5225124,0.5454447,0.58522815,0.5975902,0.6743713,0.6910505,0.7415536,0.75214803,0.72151196,-0.9354671,-0.9248521,-0.9340951,-0.92320144,-0.93662935,-0.92562735,-0.9357724,-0.9218664,-0.93620944,-0.9283527,-0.9341853,-0.9186155,-0.92887336,-0.913521,-0.91535175,-0.8899751,-0.559334,-0.85894126,-0.82385415,-0.7533954,-0.71610653,-0.7957733,-0.75614494,-0.8921023,-0.86011624,0.07849516,0.07684548,0.1281279,0.11592026,0.16245416,0.14981842,0.21061741,0.18002328,0.24237597,0.2230421,0.28716153,0.2547599,0.3116834,0.29123506,0.3827641,0.3400584,0.394035,0.41918436,0.37226957,-0.90951157,-0.9086366,-0.914735,-0.91410196,-0.9210384,-0.922273,-0.9246258,-0.9252507,-0.9293727,-0.9272154,-0.9309804,-0.92808187,-0.92957604,-0.92376596,-0.9230569,-0.91178715,-0.8809674,-0.84019125,-0.594266,-0.82348025,-0.7838028,-0.9080038,-0.8893651,-0.81064796,-0.80703044,-0.8186423,-0.81424534,-0.82769287,-0.82665396,-0.8358784,-0.83364576,-0.84284604,-0.8415989,-0.8506203,-0.8479031,-0.8479925,-0.8427331,-0.85184324,-0.83247596,-0.80139095,-0.7457734,-0.5747869,-0.83329296,-0.80176437,0.1637113,0.15569884,0.22216013,0.21251446,0.2762962,0.24859604,0.31753308,0.28761473,0.37659475,0.34120935,0.41236362,0.37185028,0.48911178,0.45244315,0.5661535,0.5421972,0.51726294
16,62o,0.5646587,0.69788504,0.66762054,0.6340426,0.8379945,0.7980895,0.7653455,0.73622745,0.7045324,0.96599597,0.9530357,0.9012281,0.87154734,0.83008343,0.8317518,0.7730376,1.0000001,0.9985532,0.9913588,0.98915523,0.94062984,0.924969,0.88931024,0.88176346,0.84080064,0.96827114,0.9783015,0.9911813,0.9948243,0.99576634,0.9948635,0.9757457,0.96544236,0.93789583,0.9299164,0.9273697,0.90353215,0.9208488,0.9338998,0.95149624,0.97023386,0.9703235,0.98094106,0.98517066,0.9852502,0.98056024,0.97000515,0.961856,0.9343533,0.8355232,0.8517482,0.86858785,0.8849614,0.90508467,0.92057776,0.9324834,0.94167084,0.9494952,0.95258504,0.96542364,0.96119153,0.9648611,0.95909053,0.9070207,-0.8021665,-0.8187685,-0.8116734,-0.82910943,-0.8076139,-0.82021594,-0.8018803,-0.8251323,-0.802029,-0.813706,-0.80236053,-0.8246628,-0.8096844,-0.82900625,-0.8317316,-0.85397005,-0.8916197,-0.8769983,-0.88566506,-0.93880177,-0.9361468,-0.93050164,-0.93152493,-0.85333896,-0.8700134,0.6823255,0.6804189,0.7160001,0.70632136,0.73691297,0.7272712,0.7663024,0.74384516,0.7818126,0.768137,0.8038672,0.78048575,0.80795556,0.7915226,0.8359026,0.79652977,0.65438074,0.83756226,0.79518855,-0.5197101,-0.5202568,-0.5416787,-0.5427882,-0.5700807,-0.5783077,-0.5951356,-0.6038617,-0.62973285,-0.63389415,-0.66043633,-0.6748665,-0.6894073,-0.70413446,-0.72965676,-0.7461383,-0.7943598,-0.81165165,-0.881114,-0.91603106,-0.9206849,-0.7596538,-0.76886994,-0.32552978,-0.32014826,-0.34819573,-0.34236783,-0.37789348,-0.37824953,-0.4092998,-0.40915942,-0.44480515,-0.4486753,-0.48745364,-0.48850054,-0.51998,-0.53377545,-0.58521706,-0.5889182,-0.6337726,-0.6438751,-0.81567335,-0.6204812,-0.6487769,0.74305093,0.7366814,0.77939355,0.77215767,0.81027484,0.79221475,0.8314528,0.8123897,0.85883415,0.83815414,0.8698082,0.8442781,0.8932774,0.8646556,0.91401017,0.8911916,0.7969614
17,62s,0.5980551,0.7254378,0.69738394,0.66467816,0.85820824,0.8215949,0.789418,0.7625864,0.7314872,0.97449386,0.9644133,0.91636074,0.8891823,0.8500172,0.8517184,0.7958901,0.9985532,1.0,0.99428076,0.9934422,0.9514183,0.9372927,0.90451616,0.89761585,0.8578759,0.9570055,0.9699697,0.9845856,0.99073285,0.993663,0.9943972,0.98014176,0.9717375,0.94722825,0.93919677,0.9327012,0.8851764,0.9050498,0.9180674,0.9387259,0.9590384,0.95976204,0.9721548,0.97824395,0.9826969,0.97887105,0.971758,0.9637155,0.9310103,0.81258017,0.830653,0.84747905,0.86573666,0.88641846,0.9043714,0.9165127,0.9273906,0.9358382,0.9397477,0.9556787,0.95193803,0.958032,0.95254743,0.8960126,-0.82213736,-0.83829886,-0.8313502,-0.84830815,-0.82762086,-0.8402903,-0.82213765,-0.84500843,-0.82251036,-0.8341646,-0.8230704,-0.8448269,-0.8301145,-0.8488657,-0.8508992,-0.87232286,-0.8940745,-0.8933242,-0.9009177,-0.9464124,-0.9424919,-0.9402472,-0.939934,-0.87149125,-0.88709885,0.6523816,0.65097386,0.6871419,0.6776968,0.7087356,0.6991066,0.73941356,0.7163226,0.7554394,0.7416643,0.7785472,0.7539616,0.78257126,0.76516736,0.8126223,0.77033496,0.62546307,0.8142002,0.7691045,-0.55059564,-0.55120444,-0.5720141,-0.5731833,-0.59957504,-0.6078707,-0.6237251,-0.63260436,-0.6574621,-0.6618056,-0.6872406,-0.70172566,-0.7151333,-0.72990525,-0.7537218,-0.77036875,-0.8160279,-0.8326226,-0.8875032,-0.927606,-0.9309773,-0.7830126,-0.7925897,-0.36075348,-0.35524175,-0.383116,-0.3772431,-0.41226453,-0.41251156,-0.4428998,-0.44284528,-0.4776885,-0.48162663,-0.5192724,-0.5204631,-0.5508828,-0.56458867,-0.61419153,-0.61841846,-0.66076046,-0.6704191,-0.8263726,-0.6482777,-0.67614913,0.715211,0.7092193,0.7529931,0.7460342,0.78520495,0.76693374,0.8075634,0.78797007,0.83651847,0.8150511,0.8480476,0.82092303,0.874105,0.8432738,0.89732933,0.8728742,0.7737945
18,63o,0.6598326,0.77877444,0.7521854,0.7240155,0.8977184,0.864822,0.83864313,0.8137552,0.7879513,0.98935425,0.98129517,0.9484099,0.9264016,0.89383715,0.895435,0.84767425,0.9913588,0.99428076,1.0000002,0.99942446,0.9766578,0.96645784,0.9409122,0.9352766,0.9034073,0.92917484,0.94437236,0.9689681,0.9769044,0.9925548,0.9945474,0.9947583,0.9900724,0.9747021,0.96893996,0.9625591,0.84347606,0.86506516,0.8841484,0.90708596,0.93772143,0.9380976,0.959923,0.9665807,0.9857806,0.98489314,0.98708564,0.9820406,0.9513453,0.7613461,0.7803186,0.80236936,0.82207197,0.8494327,0.8684265,0.8873523,0.89942825,0.91496646,0.9199805,0.94689184,0.9472822,0.96066916,0.9581861,0.91008234,-0.85793877,-0.8691818,-0.8654296,-0.8772344,-0.8625847,-0.8701905,-0.8574783,-0.8732876,-0.8576154,-0.8652498,-0.8573168,-0.87202436,-0.86215675,-0.8745191,-0.8773817,-0.8899169,-0.8524636,-0.9022837,-0.90173906,-0.9327869,-0.92271566,-0.93466854,-0.9269165,-0.88991743,-0.89655524,0.58766013,0.585695,0.6262922,0.615797,0.6511108,0.6405725,0.6858325,0.66101927,0.7057675,0.69049376,0.73383105,0.7080222,0.7431634,0.72557086,0.78169125,0.7411329,0.6378468,0.79139704,0.74713045,-0.617678,-0.6177998,-0.6368287,-0.6374586,-0.66165364,-0.66844416,-0.6830232,-0.6900222,-0.71249455,-0.7151638,-0.73807,-0.74900943,-0.76168233,-0.7721811,-0.79337066,-0.80403763,-0.83704394,-0.84201354,-0.8497339,-0.92814016,-0.9233614,-0.81444323,-0.81740004,-0.43436366,-0.42910698,-0.45449272,-0.4486397,-0.48080426,-0.4808032,-0.50822556,-0.5074739,-0.53873384,-0.54144424,-0.5753399,-0.57540554,-0.60140145,-0.6113189,-0.6559014,-0.6541156,-0.68408245,-0.67980444,-0.78922945,-0.68062866,-0.69656163,0.65549123,0.6486169,0.69819283,0.6901931,0.7353368,0.71467024,0.76188904,0.74003685,0.7972666,0.77297235,0.8145526,0.7853198,0.85036254,0.81991714,0.8840485,0.8607632,0.7795508
19,63s,0.6707342,0.78668875,0.76131064,0.73405516,0.9031651,0.8717985,0.8455493,0.8218362,0.7969303,0.99043137,0.9839659,0.95231384,0.9315981,0.8994747,0.90141314,0.85548717,0.98915523,0.9934422,0.99942446,1.0,0.9792519,0.96990424,0.94513845,0.94007784,0.90950996,0.9237349,0.94027615,0.96524423,0.9744048,0.9905689,0.9936873,0.99545705,0.9916661,0.9772057,0.97161436,0.96461374,0.8358234,0.8585149,0.8773413,0.9015489,0.93265367,0.9334898,0.95587134,0.96361417,0.9843519,0.9839612,0.9872075,0.9823908,0.9507421,0.75227475,0.77208036,0.7938986,0.814467,0.8418509,0.8619465,0.88094217,0.89380145,0.9095568,0.9152378,0.9432275,0.9439837,0.9581263,0.9559553,0.9068788,-0.8621763,-0.8729461,-0.86958617,-0.88098097,-0.866971,-0.8742871,-0.8618622,-0.87729746,-0.8621416,-0.8695787,-0.8619209,-0.8761749,-0.866583,-0.8785138,-0.88124657,-0.8932522,-0.8505105,-0.9048933,-0.9036927,-0.93279624,-0.9221345,-0.9353251,-0.9269804,-0.89322454,-0.8992599,0.5765918,0.5750248,0.6155741,0.6054738,0.64076227,0.6304703,0.6760281,0.65134424,0.69637185,0.6813561,0.72499526,0.6990782,0.73454326,0.7169611,0.77416444,0.7328623,0.62931216,0.7840199,0.739296,-0.6262602,-0.6262235,-0.6450673,-0.64554644,-0.6694288,-0.6760778,-0.69028425,-0.6971331,-0.7192599,-0.7218054,-0.7444217,-0.7550376,-0.7674542,-0.77766997,-0.7983457,-0.80877906,-0.8406664,-0.84514284,-0.84860814,-0.92917144,-0.92374384,-0.81893975,-0.8216851,-0.44424677,-0.4387945,-0.46413472,-0.45806995,-0.48998594,-0.48973903,-0.5168662,-0.51591283,-0.5468054,-0.5493482,-0.5828267,-0.5827259,-0.6081581,-0.6176344,-0.6617172,-0.659673,-0.68843067,-0.68345845,-0.7888991,-0.6855559,-0.700977,0.6449547,0.63851076,0.6881702,0.68055105,0.7258528,0.7054841,0.7529203,0.7312295,0.78904104,0.7648052,0.80660564,0.7773689,0.8439196,0.81300706,0.87829494,0.8548808,0.77248734
20,64o,0.7991145,0.88898987,0.86965615,0.85089606,0.9669995,0.9474146,0.93246615,0.9157279,0.89973366,0.99294466,0.994334,0.99301726,0.9844142,0.96804553,0.9690176,0.9409309,0.94062984,0.9514183,0.9766578,0.9792519,1.0000001,0.9987066,0.9915352,0.98905575,0.9724125,0.82886857,0.85272336,0.89463997,0.9099788,0.9479893,0.95509464,0.9872827,0.991687,0.9973658,0.9949446,0.9802874,0.7103627,0.7388687,0.7659309,0.7977806,0.84566945,0.84649813,0.8851796,0.8963136,0.945845,0.9505177,0.97434753,0.97408736,0.9363021,0.60718465,0.63048226,0.6591715,0.68414944,0.7214351,0.7462845,0.77489036,0.7916434,0.8180231,0.8261429,0.8747501,0.8816898,0.91105574,0.9136881,0.8707468,-0.92144334,-0.9241289,-0.9255956,-0.9284899,-0.9250025,-0.9251084,-0.9213188,-0.9254961,-0.92160356,-0.92312264,-0.92056435,-0.9233481,-0.92141694,-0.92284805,-0.92535883,-0.9227792,-0.76486236,-0.91779345,-0.9030564,-0.89475024,-0.8731978,-0.91317165,-0.892042,-0.9236323,-0.91471696,0.40458685,0.40260622,0.44945475,0.43784958,0.47926974,0.46746665,0.5210873,0.4929267,0.546894,0.52931,0.5831688,0.55369383,0.599377,0.57992685,0.6530729,0.61021054,0.56768227,0.67431825,0.6272343,-0.75927323,-0.75896937,-0.77334565,-0.773447,-0.791553,-0.79627156,-0.80631894,-0.81087697,-0.82671064,-0.8274283,-0.84329337,-0.848879,-0.85751426,-0.86159277,-0.87458336,-0.8765534,-0.88447917,-0.87086284,-0.7766527,-0.91992086,-0.900632,-0.88154256,-0.8756088,-0.60262674,-0.5978378,-0.61836684,-0.61282456,-0.6385181,-0.63806903,-0.6589153,-0.65745836,-0.68074054,-0.68182874,-0.70668197,-0.705525,-0.72178763,-0.72571117,-0.7574345,-0.74810076,-0.7539397,-0.7283052,-0.72969216,-0.7651521,-0.7622416,0.48200408,0.47439268,0.5330492,0.5239836,0.57873344,0.55438507,0.61259073,0.58660644,0.6591964,0.6294918,0.6849312,0.65005434,0.73916256,0.7051333,0.7921436,0.76768166,0.7064593
21,64s,0.82013696,0.90366274,0.88619196,0.8697919,0.97356707,0.9571516,0.94424623,0.92961144,0.91613525,0.9871693,0.99044037,0.9953177,0.9900441,0.976355,0.9779972,0.95431876,0.924969,0.9372927,0.96645784,0.96990424,0.9987066,1.0,0.99577785,0.9944827,0.98175323,0.80458045,0.8301049,0.8752703,0.8920946,0.9345006,0.94290954,0.980829,0.9876699,0.9970623,0.9960125,0.98092186,0.68062973,0.7104008,0.73903537,0.7723174,0.8236883,0.8249589,0.8667141,0.8787811,0.93408245,0.9406537,0.9680673,0.9693846,0.9318131,0.57408386,0.598089,0.62816924,0.65407676,0.6933184,0.71910745,0.7497498,0.76744455,0.79607284,0.80502653,0.8577617,0.8668156,0.8987483,0.9030238,0.8627886,-0.9269947,-0.9273592,-0.93042207,-0.9308754,-0.9302653,-0.9282467,-0.9267909,-0.92784965,-0.92705715,-0.92680025,-0.9258124,-0.92549604,-0.92567897,-0.92428565,-0.9270794,-0.9207341,-0.73876446,-0.9121485,-0.894011,-0.87874854,-0.85472286,-0.90063417,-0.8763781,-0.9219384,-0.90918124,0.367373,0.36560994,0.41342375,0.40194678,0.44434306,0.43261367,0.48745343,0.45923376,0.51462156,0.4970881,0.55257106,0.5231243,0.5705238,0.55140054,0.6273186,0.58550775,0.55887544,0.6514772,0.6053871,-0.78170615,-0.7810207,-0.794544,-0.7942339,-0.81117654,-0.8150682,-0.82445216,-0.82803625,-0.84264386,-0.84249485,-0.85723543,-0.8611006,-0.8692961,-0.87140834,-0.8830291,-0.8824152,-0.88485855,-0.86636543,-0.75256145,-0.9099086,-0.88725454,-0.8864485,-0.87786955,-0.63062304,-0.62572557,-0.6451803,-0.6394962,-0.6637678,-0.66296875,-0.6824201,-0.6805037,-0.70204556,-0.70242363,-0.7254782,-0.7236547,-0.7379293,-0.73999834,-0.76929647,-0.7575582,-0.7580747,-0.7267164,-0.707031,-0.7728353,-0.7646182,0.44617587,0.4387778,0.49880302,0.48988798,0.5461364,0.52152336,0.5814519,0.5552573,0.6303382,0.60016197,0.65808207,0.6228653,0.7160609,0.6826863,0.77291965,0.74949306,0.6947253
22,65o,0.8653655,0.9364437,0.92189133,0.9083516,0.98757404,0.9766474,0.96883315,0.957436,0.94671565,0.9734443,0.98035604,0.9977996,0.99751174,0.9914951,0.99219435,0.9756166,0.88931024,0.90451616,0.9409122,0.94513845,0.9915352,0.99577785,1.0,0.99948657,0.99146396,0.7499175,0.77840537,0.829749,0.8492115,0.89977825,0.9097556,0.9602791,0.97020024,0.98861885,0.98834634,0.96808624,0.61398506,0.64599913,0.6772219,0.71369135,0.7708884,0.7719699,0.8198581,0.8333688,0.8998575,0.9079067,0.9444716,0.947174,0.904814,0.50012994,0.52542895,0.55748296,0.5850483,0.6274647,0.65522575,0.68899345,0.70819455,0.74037266,0.75010866,0.8105872,0.82138485,0.8598667,0.86568713,0.8258324,-0.94083446,-0.93831974,-0.94297695,-0.9404452,-0.94377697,-0.93944055,-0.94110376,-0.93818253,-0.94149303,-0.9393035,-0.9401024,-0.93564886,-0.9386147,-0.93343586,-0.9357389,-0.92412174,-0.6966195,-0.9089065,-0.8860364,-0.85354215,-0.8255639,-0.8818197,-0.853049,-0.9255314,-0.90741426,0.284252,0.2822017,0.3318172,0.31966287,0.36387727,0.35149166,0.4089632,0.3792233,0.43759608,0.4189373,0.47785017,0.44676682,0.49750036,0.47736174,0.55880964,0.5156063,0.51013696,0.5866132,0.5389346,-0.8295857,-0.8290893,-0.8404051,-0.8402027,-0.85432535,-0.85771835,-0.8649417,-0.867971,-0.8794995,-0.8790553,-0.89037347,-0.89266646,-0.89873874,-0.8989001,-0.90675277,-0.90346795,-0.89640224,-0.8717218,-0.71715343,-0.8966431,-0.86895055,-0.9052028,-0.89412063,-0.69302535,-0.68864816,-0.7059167,-0.7007488,-0.72210705,-0.7214369,-0.7380439,-0.7362218,-0.7543704,-0.754449,-0.7734741,-0.77161705,-0.7819054,-0.7822057,-0.80561316,-0.7920526,-0.7836852,-0.745723,-0.68043506,-0.80326027,-0.7888509,0.36590558,0.3578988,0.42075527,0.41113794,0.4705031,0.4443159,0.5079401,0.4799698,0.56016356,0.527774,0.5903112,0.552579,0.6539457,0.6185702,0.71770024,0.6930878,0.64454496
23,65s,0.87057173,0.9390691,0.92542607,0.91300535,0.98754364,0.9777803,0.9706765,0.96032614,0.95078963,0.9691858,0.97692126,0.9964158,0.997525,0.9922893,0.9938339,0.9789773,0.88176346,0.89761585,0.9352766,0.94007784,0.98905575,0.9944827,0.99948657,1.0000001,0.9938226,0.73964983,0.7688391,0.8211944,0.8413212,0.89331067,0.90399784,0.9563319,0.9672693,0.9868044,0.9876856,0.96825635,0.6022681,0.6347624,0.6664485,0.70341253,0.7617562,0.7631856,0.8120386,0.8260168,0.89435786,0.9032944,0.9409091,0.9448896,0.90391004,0.4875945,0.5131601,0.54564244,0.5736002,0.6165968,0.6446793,0.67917824,0.698818,0.73172617,0.741998,0.803717,0.8155908,0.8547783,0.86186624,0.82426965,-0.94433635,-0.94068104,-0.9461643,-0.94244117,-0.94712794,-0.941712,-0.9445488,-0.9401216,-0.9449028,-0.9417934,-0.9434458,-0.9375805,-0.9415624,-0.93510437,-0.9377575,-0.9244138,-0.6871053,-0.9079437,-0.8834155,-0.8485179,-0.81936073,-0.87823415,-0.8480065,-0.9260985,-0.9062015,0.2708053,0.26903564,0.31877884,0.30693582,0.35124752,0.33916724,0.3967404,0.36737192,0.4259448,0.40762442,0.46679375,0.4362571,0.4871946,0.46769577,0.54963225,0.5075182,0.51006436,0.57878065,0.5325656,-0.8387709,-0.8379415,-0.84916675,-0.8486231,-0.8625625,-0.8654301,-0.8727037,-0.87509924,-0.88642013,-0.88543344,-0.8966634,-0.8979624,-0.90423006,-0.9033581,-0.91106766,-0.9064167,-0.89733064,-0.87022895,-0.70794076,-0.8940094,-0.8647469,-0.90798986,-0.895379,-0.7042567,-0.6996431,-0.7167624,-0.71136224,-0.73248404,-0.7314663,-0.74786395,-0.74563444,-0.76341164,-0.76300806,-0.7817395,-0.7793418,-0.7892021,-0.78845805,-0.8113886,-0.7964376,-0.78625935,-0.74517334,-0.671736,-0.80721146,-0.7899821,0.3528381,0.34515443,0.40823412,0.3989803,0.45856267,0.43257383,0.49647522,0.46879613,0.54956174,0.51734304,0.5804403,0.5431769,0.64552855,0.61105335,0.71066946,0.6874184,0.6426841
